,points,price,province,variety,winery,Year
109733,89,60.0,California,Cabernet Sauvignon,Grgich Hills,2011
109736,88,23.0,California,GewÃ¼rztraminer,VML,2013
109737,88,25.0,Washington,Red Blend,Alexandria Nicole,2011
109739,88,20.0,New York,Sparkling Blend,Anthony Nappa,2013
109740,88,45.0,New York,Sparkling Blend,Bedell,2013
109741,88,18.0,Tuscany,Red Blend,Bindella,2012
109742,88,29.0,Tuscany,Sangiovese,Canalicchio di Sopra,2012
109743,88,22.0,Washington,Red Blend,Canoe Ridge,2011
109744,88,35.0,New York,Cabernet Franc,Treleaven,2011
109745,88,10.0,California,Merlot,Twin Arches,2010
109749,88,30.0,Washington,Merlot,Columbia Crest,2011
109750,88,25.0,Washington,Merlot,Hightower,2011
109753,88,45.0,Washington,Cabernet Sauvignon,J. Bookwalter,2011
109754,88,26.0,Washington,White Blend,Kontos,2013
109761,89,20.0,Oregon,Pinot Noir,Kudos,2010
109764,89,40.0,California,Cabernet Sauvignon,Mount Veeder,2009
109765,89,60.0,Oregon,Pinot Noir,Panther Creek,2008
109768,89,30.0,Oregon,Syrah,RoxyAnn,2008
109769,89,28.0,California,Pinot Noir,Straight Line,2009
109771,89,25.0,California,RhÃ´ne-style White Blend,Terre Rouge,2010
109773,89,55.0,California,Red Blend,Ferrari-Carano,2007
109776,89,50.0,Oregon,Pinot Noir,Amalie Robert,2008
109778,89,29.0,California,Cabernet Sauvignon,Cedarville Vineyard,2007
109781,89,24.0,California,Tempranillo,Straight Line,2010
109782,89,38.0,California,Syrah,Terre Rouge,2009
109783,89,30.0,California,Chardonnay,JCB,2010
109785,93,40.0,California,Cabernet Sauvignon,Laurel Glen,2014
109786,93,95.0,Washington,Cabernet Sauvignon,Leonetti Cellar,2013
109788,93,92.0,Veneto,Red Blend,Le Salette,2013
109790,93,50.0,Washington,Syrah,GÃ¥rd,2013
109793,92,24.0,Washington,RhÃ´ne-style Red Blend,Kerloo,2014
109795,92,25.0,New York,Riesling,N. Kendall Wines,2013
109796,92,42.0,California,Pinot Noir,Presqu'ile,2014
109797,92,65.0,Burgundy,Pinot Noir,Roche de Bellene,2014
109798,92,64.0,Burgundy,Pinot Noir,Roche de Bellene,2014
109799,92,63.0,Burgundy,Pinot Noir,Roche de Bellene,2014
109800,92,35.0,California,Pinot Noir,Chalone Vineyard,2013
109804,92,55.0,Washington,Syrah,Gramercy,2013
109806,92,70.0,Washington,Cabernet Sauvignon,Adams Bench,2013
109809,92,90.0,Washington,Cabernet Sauvignon,Cayuse,2013
109810,92,75.0,Washington,Bordeaux-style Red Blend,Corliss Estates,2012
109811,92,50.0,Washington,Cabernet Sauvignon,Tranche,2012
109812,92,65.0,Washington,Syrah,Va Piano,2014
109814,92,32.0,California,Petite Sirah,Wilderotter,2013
109815,91,50.0,California,Pinot Noir,Calera,2008
109817,91,42.0,Burgundy,Pinot Noir,LabourÃ©-Roi,2008
109821,91,65.0,California,Cabernet Sauvignon,Monticello Vineyards,2008
109822,91,68.0,Burgundy,Pinot Noir,Pierre AndrÃ©,2007
109824,91,34.0,California,Zinfandel,Storybook Mountain,2008
109825,91,35.0,Burgundy,Chardonnay,Domaine du Chalet Pouilly,2009
109827,91,45.0,California,Zinfandel,Storybook Mountain,2008
109835,87,55.0,California,Bordeaux-style Red Blend,Highway 12,2006
109839,87,26.0,Burgundy,Chardonnay,Domaine Christian Moreau PÃ¨re et Fils,2008
109842,87,26.0,Piemonte,Barbera,Fontanabianca,2007
109845,87,25.0,Washington,Bordeaux-style Red Blend,:Nota Bene,2007
109846,87,55.0,California,Pinot Noir,Presqu'ile,2009
109848,87,12.0,Veneto,Cabernet Sauvignon,Astoria,2007
109851,87,19.0,Piemonte,Dolcetto,Azienda Agricola Cogno,2009
109852,87,16.0,Veneto,Red Blend,Bonotto delle Tezze,2007
109854,82,75.0,California,Bordeaux-style Red Blend,Work,2012
109869,86,10.0,Sicilia,Nero d'Avola,Cusumano,2009
109872,96,72.0,Piemonte,Nebbiolo,ProprietÃ  Sperino,2011
109874,96,35.0,Piemonte,Nebbiolo,Colombera & Garella,2013
109875,96,30.0,Oregon,Pinot Noir,Sineann,2015
109877,96,62.0,California,Zinfandel,Robert Biale,2014
109881,96,65.0,California,Pinot Noir,Pali,2014
109883,95,70.0,Washington,Syrah,K Vintners,2013
109884,86,15.0,Sicilia,White Blend,Maurigi,2009
109886,86,38.0,Washington,Cabernet Sauvignon,Ross Andrew,2008
109887,86,13.0,Sicilia,RosÃ©,Tasca d'Almerita,2010
109889,86,40.0,Washington,Red Blend,Basel Cellars,2008
109892,86,20.0,Sicilia,White Blend,Brugnano,2010
109896,86,15.0,Sicilia,Nero d'Avola,Cantine Barbera,2010
109897,86,14.0,Burgundy,Chardonnay,Cave de Lugny,2009
109898,86,14.0,Sicilia,Nero d'Avola,Corvo,2009
109900,86,13.0,Sicilia,White Blend,Duca di Salaparuta,2010
109901,86,22.0,California,Chardonnay,Center of Effort,2009
109905,86,10.0,Sicilia,Nero d'Avola,MandraRossa,2010
109906,86,17.0,Sicilia,Nero d'Avola,Masseria del Feudo Grottarossa,2010
109909,86,15.0,Sicilia,Nero d'Avola,Nicosia,2010
109910,86,16.0,Sicilia,RosÃ©,Planeta,2010
109914,89,18.0,Sicilia,Nero d'Avola,Morgante,2013
109916,89,48.0,Washington,Bordeaux-style Red Blend,Noviello,2013
109917,89,30.0,Washington,Cabernet Sauvignon,Sineann,2013
109919,89,40.0,Washington,Bordeaux-style Red Blend,Soos Creek,2012
109921,89,34.0,California,Merlot,Ballentine,2013
109932,89,25.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau Rousset-Caillau,2010
109933,89,17.0,Sicilia,Nero d'Avola,Colosi,2014
109934,89,35.0,Washington,Grenache,Columbia Crest,2013
109935,89,30.0,Sicilia,Syrah,Alessandro di Camporeale,2011
109936,89,14.0,California,Zinfandel,Cambridge & Sunset,2013
109939,89,22.0,Washington,Chardonnay,Milbrandt,2014
109941,89,20.0,Washington,Red Blend,Nine Hats,2013
109943,93,80.0,Piemonte,Nebbiolo,Nervi,2009
109948,93,60.0,Washington,Syrah,K Vintners,2014
109950,93,55.0,California,Cabernet Sauvignon,Lexington,2013
109951,93,50.0,Washington,Cabernet Sauvignon,Pamplin,2013
109953,93,58.0,Piemonte,Nebbiolo,Produttori del Barbaresco,2011
109957,93,90.0,Oregon,Pinot Noir,Domaine Serene,2013
109959,93,80.0,California,Cabernet Sauvignon,Hall,2013
109960,86,15.0,California,Chardonnay,Lockwood,2010
109963,93,42.0,California,Cabernet Sauvignon,Sextant,2013
109964,93,55.0,California,Pinot Noir,Siduri,2014
109965,93,36.0,Oregon,Pinot Noir,Sineann,2015
109966,93,38.0,California,Sauvignon Blanc,Spottswoode,2015
109967,93,38.0,Oregon,Pinot Noir,The Eyrie Vineyards,2014
109968,93,60.0,California,Chardonnay,Trombetta,2015
109970,93,75.0,Oregon,Chardonnay,Bethel Heights,2014
109973,92,19.0,California,Chardonnay,Alma Rosa,2014
109974,92,55.0,California,Red Blend,Bonterra,2012
109975,92,30.0,California,Chardonnay,Bouchaine,2013
109976,88,75.0,California,Chardonnay,Matanzas Creek,2009
109978,92,34.0,California,Petite Sirah,Carlisle,2013
109980,92,40.0,California,Cabernet Sauvignon,Darcie Kent Vineyards,2012
109981,92,30.0,California,Chardonnay,Darcie Kent Vineyards,2013
109982,92,20.0,California,Sauvignon Blanc,Darcie Kent Vineyards,2014
109983,92,45.0,California,Zinfandel,Hearst Ranch,2013
109984,92,50.0,California,Pinot Noir,Iron Horse,2013
109987,92,36.0,California,Pinot Noir,Loring Wine Company,2014
109988,92,50.0,California,Chardonnay,Lutum,2014
109992,92,35.0,Washington,Syrah,Eight Bells,2013
109996,92,60.0,California,Merlot,Twomey,2012
109997,92,50.0,New York,Petit Verdot,Raphael,2013
109998,92,24.0,Piemonte,Nebbiolo,Rizzi,2013
109999,92,46.0,California,Chardonnay,Saintsbury,2014
110005,89,42.0,Washington,Cabernet Franc,Swiftwater Cellars,2014
110006,89,42.0,Washington,Malbec,Swiftwater Cellars,2014
110008,89,20.0,Oregon,Pinot Gris,WillaKenzie Estate,2016
110009,89,21.0,Alsace,Pinot Gris,Willm,2016
110010,89,14.0,Alsace,Pinot Gris,Willm,2016
110012,89,17.0,Alsace,Riesling,Jean-Marc Bernhard,2016
110014,89,16.0,Alsace,Riesling,La Cave des Vignerons de Pfaffenheim,2016
110020,89,28.0,California,Chardonnay,Chamisal Vineyards,2014
110024,89,24.0,Washington,Merlot,Chateau Ste. Michelle,2014
110025,89,29.0,Oregon,Pinot Noir,Chehalem,2015
110028,89,18.0,Alsace,RosÃ©,Domaine Fernand Engel,2016
110030,89,19.0,Oregon,RosÃ©,J. Scott Cellars,2016
110035,92,16.0,California,Sauvignon Blanc,Brander,2013
110036,92,95.0,Piemonte,Nebbiolo,Brovia,2010
110037,92,38.0,California,Petite Sirah,C. Beck,2010
110041,92,60.0,Piemonte,Nebbiolo,Deltetto,2010
110043,92,55.0,Oregon,Pinot Noir,Dominio IV,2012
110044,92,75.0,California,Syrah,Epoch Estate Wines,2011
110045,92,35.0,California,Zinfandel,Fields Family,2012
110047,92,38.0,California,Chardonnay,Gainey,2012
110054,92,45.0,Oregon,Pinot Noir,Aubichon Cellars,2011
110055,92,90.0,Piemonte,Nebbiolo,Bersano,2007
110063,93,50.0,Washington,Syrah,K Vintners,2012
110064,93,70.0,Washington,Syrah,K Vintners,2012
110070,93,93.0,Tuscany,Sangiovese,Caparzo,2010
110071,93,94.0,Burgundy,Chardonnay,Chartron et TrÃ©buchet,2013
110072,93,39.0,California,Sangiovese,Cloak & Dagger,2012
110076,92,45.0,Tuscany,Red Blend,Querceto di Castellina,2011
110080,92,48.0,Tuscany,Sangiovese,Caprili,2011
110082,92,65.0,Burgundy,Chardonnay,Chartron et TrÃ©buchet,2013
110083,92,40.0,California,Petite Sirah,Clavo Cellars,2011
110085,92,95.0,Tuscany,Sangiovese,Il Paradiso di Manfredi,2009
110086,92,75.0,Washington,Bordeaux-style Red Blend,K Vintners,2012
110087,92,28.0,Washington,RhÃ´ne-style Red Blend,Kevin White,2013
110088,92,49.0,California,Pinot Noir,MacPhail,2013
110089,92,65.0,California,Chardonnay,MacPhail,2013
110090,92,56.0,California,Pinot Noir,MacRostie,2013
110091,92,65.0,California,Cabernet Sauvignon,Martin Ray,2013
110092,89,90.0,California,Red Blend,Blackbird Vineyards,2008
110103,89,48.0,California,Pinot Noir,Heart O' The Mountain,2008
110111,84,17.0,California,Sauvignon Blanc,Honig,2014
110116,84,95.0,California,Cabernet Sauvignon,Materra Cunat Family Vineyards,2011
110117,84,17.0,California,Cabernet Sauvignon,Slow Press,2012
110118,84,25.0,California,Chardonnay,The Winery SF,2013
110125,84,19.0,California,Sauvignon Blanc,Draxton,2014
110129,84,15.0,Burgundy,Pinot Noir,Vignerons de Mancey,2014
110130,84,28.0,Burgundy,Pinot Noir,Jean-Luc and Paul Aegerter,2013
110131,84,15.0,New York,Cabernet Franc,McGregor,2014
110133,84,14.0,California,Pinot Noir,Old Soul,2013
110143,89,36.0,Tuscany,Merlot,Castello Banfi,2004
110144,89,46.0,Tuscany,Sangiovese,Castello di Querceto,2003
110145,89,50.0,Tuscany,Merlot,Ceralti,2004
110146,89,40.0,Tuscany,Red Blend,Ceralti,2005
110149,89,50.0,California,Cabernet Sauvignon,Adelaida,2004
110152,89,35.0,Tuscany,Merlot,Tenuta San Vito,2004
110153,89,27.0,Oregon,Pinot Noir,The Four Graces,2006
110161,89,44.0,Tuscany,Sangiovese,Terrabianca,2004
110165,89,39.0,Tuscany,Red Blend,Argiano,2005
110166,89,72.0,Oregon,Pinot Noir,Argyle,2005
110170,86,20.0,California,Pinot Noir,Pedroncelli,2011
110171,86,21.0,California,Zinfandel,Pessagno,2010
110172,86,20.0,California,Viognier,Robert Hall,2011
110178,86,40.0,Oregon,Syrah,Merrill Cellars,2008
110181,86,50.0,Oregon,Pinot Noir,Bomb,2009
110184,86,16.0,Oregon,Pinot Gris,Winter's Hill,2011
110187,86,25.0,Oregon,Pinot Noir,Purple Hands,2011
110188,86,18.0,California,Chardonnay,Robert Hall,2011
110190,86,16.0,California,Zinfandel,Seven Deadly Zins,2010
110193,86,26.0,California,Viognier,Lawer,2011
110195,86,27.0,California,Pinot Noir,MacMurray Ranch,2010
110197,86,50.0,Oregon,Pinot Noir,Erath,2010
110198,86,27.0,California,Cabernet Franc,Fenestra,2008
110201,92,40.0,Oregon,Chardonnay,Willamette Valley Vineyards,2015
110202,92,80.0,Oregon,Pinot Noir,Le Cadeau,2015
110203,92,59.0,Piemonte,Nebbiolo,Luigi Oddero & Figli,2014
110206,92,68.0,Oregon,Pinot Noir,Adelsheim,2014
110207,92,45.0,Oregon,Chardonnay,Adelsheim,2015
110208,92,70.0,Oregon,Pinot Noir,BergstrÃ¶m,2015
110209,92,85.0,Oregon,Red Blend,Cayuse,2014
110210,92,75.0,Oregon,Viognier,Cayuse,2015
110212,92,45.0,Oregon,Pinot Noir,David Hill,2014
110213,92,35.0,California,Red Blend,Grassini,2014
110215,91,50.0,California,Zinfandel,Carlisle,2014
110222,91,32.0,California,White Blend,Cent'Anni,2014
110223,91,70.0,California,Red Blend,Chalk Hill,2014
110230,87,20.0,Piemonte,Dolcetto,Poderi Luigi Einaudi,2009
110231,87,15.0,Piemonte,Barbera,Prunotto,2008
110237,87,20.0,Piemonte,Dolcetto,Tenute Cisa Asinari dei Marchesi di Gresy,2008
110240,87,40.0,California,Cabernet Sauvignon,Alexander Valley Vineyards,2006
110242,87,20.0,Washington,Zinfandel,Angel Vine,2008
110244,87,28.0,Washington,Petite Sirah,Arbor Crest,2007
110245,87,14.0,Piemonte,Barbera,Boroli,2007
110247,87,34.0,California,Zinfandel,Calcareous,2007
110249,87,35.0,Piemonte,Barbera,Ca'RomÃ¨,2007
110250,87,25.0,Piemonte,Dolcetto,Ceretto,2008
110254,87,35.0,California,Pinot Noir,Domaine Carneros,2008
110256,87,18.0,California,Sauvignon Blanc,Fritz,2009
110261,84,50.0,California,Cabernet Sauvignon,Brander,2006
110262,84,24.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau d'Arcins,2006
110263,84,35.0,California,Chardonnay,Clos La Chance,2007
110264,84,29.0,California,Chardonnay,Cobblestone,2007
110265,84,45.0,California,Cabernet Sauvignon,Cosentino,2005
110266,84,80.0,California,Cabernet Sauvignon,Cosentino,2005
110267,84,16.0,California,Chardonnay,Ledgewood Creek,2007
110268,84,70.0,California,Merlot,Leonesse Cellars,2005
110271,84,30.0,California,Merlot,Madrigal,2006
110274,84,12.0,California,Chardonnay,Pedroncelli,2008
110276,84,13.0,Veneto,Pinot Grigio,Pizzolato,2008
110277,84,36.0,California,Merlot,Saddleback,2005
110284,84,11.0,Veneto,Pinot Grigio,Moletto,2007
110285,84,13.0,Veneto,Pinot Grigio,Pizzolato,2007
110290,90,45.0,California,Cabernet Sauvignon,Vina Robles,2009
110296,90,30.0,Washington,Malbec,Stevens,2010
110299,90,37.0,California,Chardonnay,Williams Selyem,2011
110300,90,30.0,California,Pinot Noir,Kenneth Volk,2009
110304,90,30.0,California,Cabernet Sauvignon,Louis M. Martini,2010
110305,90,20.0,California,RosÃ©,Lynmar,2012
110306,90,28.0,Washington,MourvÃ¨dre,McCrea Cellars,2009
110309,90,42.0,Washington,Petite Sirah,Dusted Valley,2010
110310,90,25.0,California,Barbera,Easton,2010
110312,90,65.0,California,Cabernet Sauvignon,Envy,2010
110314,90,33.0,Washington,RhÃ´ne-style Red Blend,Helix by Reininger,2010
110315,90,60.0,Oregon,Pinot Noir,Torii Mor,2010
110316,90,19.0,California,Zinfandel,Carol Shelton,2009
110318,87,24.0,California,Chardonnay,R2,2010
110320,87,10.0,Washington,Sauvignon Blanc,Snoqualmie,2010
110321,87,32.0,California,Chardonnay,Talley,2010
110322,87,11.0,California,Chardonnay,Tortoise Creek,2011
110323,87,20.0,California,Sauvignon Blanc,Amici,2011
110324,87,13.0,Tuscany,Sangiovese,Banfi,2010
110327,87,20.0,Washington,Sauvignon Blanc,Cave B,2011
110333,87,15.0,Alsace,Pinot Blanc,Domaine Zinck,2011
110335,87,17.0,Washington,RosÃ©,GÃ¥rd,2011
110336,87,27.0,New York,Riesling,Heart & Hands,2011
110340,91,38.0,Tuscany,Red Blend,Rocca delle MacÃ¬e,2013
110341,91,32.0,California,Pinot Noir,Stolo,2014
110342,91,48.0,Oregon,Pinot Noir,Trathen Hall,2014
110343,91,90.0,Tuscany,Sangiovese,Villa I Cipressi,2012
110344,91,55.0,Oregon,Pinot Noir,Willamette Valley Vineyards,2014
110345,91,29.0,California,Sauvignon Blanc,Beltane Ranch,2015
110346,91,48.0,Oregon,Pinot Noir,Brooks,2014
110347,91,55.0,Tuscany,Red Blend,Capezzana,2012
110348,91,26.0,Alsace,GewÃ¼rztraminer,Charles Sparr,2013
110352,91,20.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau Greysac,2014
110357,91,25.0,Alsace,Pinot Noir,ClÃ©ment Klur,2015
110358,91,38.0,California,RhÃ´ne-style Red Blend,Dante Robere,2014
110361,91,72.0,California,Pinot Noir,Donum,2014
110363,91,30.0,California,Pinot Noir,Gainey,2014
110365,91,35.0,Oregon,Pinot Noir,Youngberg Hill Vineyards,2014
110366,91,32.0,Alsace,Riesling,Antoine MoltÃ¨s & Fils,2015
110367,91,46.0,California,Pinot Noir,Baker & Brain,2013
110368,91,40.0,California,Pinot Noir,E16,2014
110372,90,22.0,New York,Riesling,Bellwether,2014
110381,90,39.0,California,Chardonnay,Dolin,2014
110382,90,57.0,Burgundy,Pinot Noir,Domaine Guy & Yan Dufouleur,2013
110385,90,48.0,California,Cabernet Sauvignon,Pure Cru,2012
110387,90,70.0,Tuscany,Sangiovese,San Polo,2012
110388,90,16.0,California,Chardonnay,Slow Press,2014
110393,90,65.0,California,Pinot Noir,Tolosa,2015
110394,90,48.0,California,Chardonnay,Tolosa,2015
110396,90,12.0,California,Zinfandel,Tortoise Creek,2014
110400,89,25.0,Oregon,Pinot Noir,Lange,2014
110403,89,28.0,Washington,Tempranillo,Milbrandt,2012
110408,89,15.0,California,Sauvignon Blanc,Tom Gore,2015
110412,89,30.0,Oregon,Pinot Noir,Raptor Ridge,2014
110413,89,50.0,Oregon,Pinot Noir,Roco,2014
110414,89,45.0,Oregon,Pinot Noir,Saffron Fields Vineyard,2014
110419,89,45.0,Oregon,Pinot Noir,Vinum Ferus,2014
110428,89,50.0,Piemonte,Nebbiolo,Olivero,2012
110432,87,25.0,California,Chardonnay,Foppiano,2015
110437,87,9.0,California,Pinot Noir,HandCraft,2015
110438,87,21.0,Sicilia,Red Blend,Hauner,2014
110442,87,22.0,Oregon,Viognier,Kriselle,2016
110445,87,15.0,California,Sauvignon Blanc,Matanzas Creek,2016
110446,87,16.0,Piemonte,Dolcetto,Mauro Sebaste,2016
110448,87,17.0,Oregon,Pinot Noir,Primarius,2015
110449,87,28.0,California,RosÃ©,Refugio Ranch,2016
110450,87,10.0,Sicilia,Nero d'Avola,Stemmari,2015
110465,88,35.0,Washington,Cabernet Sauvignon,DaMa,2011
110466,88,58.0,Burgundy,Pinot Noir,Domaine A. Machard de Gramont,2012
110471,88,50.0,Tuscany,Sangiovese,Fattoria di Lamole,2010
110472,88,16.0,Tuscany,Red Blend,Fattoria Mantellassi,2012
110473,88,15.0,Tuscany,Red Blend,Fattoria San Felo,2012
110474,88,15.0,Tuscany,Red Blend,Fattoria San Felo,2012
110475,88,32.0,California,Syrah,Carhartt Vineyard,2012
110476,88,38.0,Washington,Malbec,Castillo De Feliciana,2012
110477,88,14.0,Tuscany,Red Blend,Cecchi,2012
110481,88,70.0,California,Pinot Noir,Chateau St. Jean,2012
110483,88,30.0,Tuscany,Red Blend,Colle Spinello,2010
110485,88,35.0,Burgundy,Chardonnay,Domaine Carrette,2013
110486,88,58.0,Burgundy,Chardonnay,Domaine de Bellene,2012
110489,88,25.0,Burgundy,Chardonnay,Domaine Sangouard-Guyot,2013
110491,88,16.0,California,Chardonnay,River Road,2012
110493,88,25.0,Washington,Pinot Noir,Savage Grace,2012
110494,88,16.0,California,Syrah,Sobon Estate,2011
110496,88,16.0,Washington,Sauvignon Blanc,Three Rivers,2012
110497,88,60.0,California,Pinot Noir,Three Sticks,2011
110498,88,12.0,Alsace,Riesling,Hubert Meyer,2010
110500,88,45.0,California,Pinot Noir,Kastania,2010
110503,88,32.0,California,Sauvignon Blanc,Merry Edwards,2012
110504,88,18.0,California,White Blend,Monte Volpe,2012
110505,88,16.0,California,Chardonnay,Bianchi,2012
110507,88,33.0,Washington,Bordeaux-style Red Blend,Browne Family Vineyards,2011
110508,88,50.0,Washington,RhÃ´ne-style Red Blend,Cadaretta,2011
110510,88,18.0,California,Pinot Gris,Waterstone,2012
110511,88,75.0,California,Red Blend,Westerly,2009
110515,88,25.0,Alsace,Pinot Blanc,Domaine Ostertag,2011
110516,88,29.0,Alsace,Pinot Gris,Domaine Pfister,2011
110518,88,30.0,Washington,Chardonnay,Efeste,2011
110519,88,15.0,California,Sauvignon Blanc,El Roy,2010
110521,88,30.0,New York,Riesling,Fox Run,2011
110522,93,45.0,Oregon,Pinot Noir,Trinity Vineyards,2012
110524,93,38.0,Oregon,Chardonnay,Winderlea,2013
110525,93,58.0,Sicilia,Red Blend,Girolamo Russo,2012
110526,93,42.0,California,Viognier,Pride Mountain,2013
110527,93,58.0,California,Pinot Noir,Williams Selyem,2012
110528,93,85.0,Oregon,Pinot Noir,Alloro,2011
110531,93,78.0,California,Chardonnay,Hanzell,2012
110534,93,54.0,California,Pinot Noir,Calera,2011
110535,93,45.0,Alsace,Pinot Gris,Domaine Bott-Geyl,2012
110536,93,66.0,Alsace,Pinot Gris,Domaine Schoffit,2012
110537,93,48.0,Alsace,GewÃ¼rztraminer,Domaine Zinck,2012
110539,93,44.0,Alsace,GewÃ¼rztraminer,Domaine BarmÃ¨s-Buecher,2012
110542,93,78.0,Alsace,GewÃ¼rztraminer,Domaine RieflÃ©-Landmann,2012
110543,93,78.0,Alsace,GewÃ¼rztraminer,Domaine RieflÃ©-Landmann,2013
110544,93,48.0,Alsace,GewÃ¼rztraminer,Domaine Zinck,2012
110546,93,28.0,Oregon,Chardonnay,Alloro,2012
110548,93,84.0,California,Pinot Noir,Calera,2011
110550,90,45.0,California,Pinot Noir,Neyers,2015
110551,90,30.0,Washington,Grenache,Ocelli,2013
110554,90,29.0,California,Vermentino,Robert Renzoni,2016
110555,90,36.0,California,Pinot Noir,Sanglier Cellars,2014
110556,90,100.0,California,Cabernet Sauvignon,Silenus,2013
110557,90,38.0,California,Chardonnay,Sojourn,2015
110559,90,43.0,California,Pinot Noir,Thomas George,2014
110560,90,35.0,California,Cabernet Sauvignon,Spann Vineyards,2012
110561,90,90.0,California,Red Blend,Terra Valentine,2013
110563,90,29.0,Oregon,Pinot Noir,JoletÃ©,2015
110564,90,55.0,California,Cabernet Franc,Kenefick Ranch,2013
110565,90,55.0,California,Cabernet Sauvignon,Kenefick Ranch,2013
110566,90,22.0,California,Chardonnay,Kenwood,2015
110568,90,25.0,California,Sauvignon Blanc,Kunde,2015
110569,90,26.0,Burgundy,Chardonnay,La Chablisienne,2014
110570,90,40.0,Burgundy,Pinot Noir,LabourÃ©-Roi,2015
110571,90,60.0,California,Zinfandel,Louis M. Martini,2014
110572,90,45.0,California,Bordeaux-style Red Blend,29 & Oak Wines,2013
110574,90,32.0,California,Syrah,Baldassari Family Wines,2014
110575,90,30.0,California,Zinfandel,Ballentine,2014
110577,90,45.0,California,Pinot Noir,Beaulieu Vineyard,2014
110583,87,55.0,California,Cabernet Sauvignon,Hendry,2009
110584,87,20.0,New York,Riesling,Heron Hill,2011
110585,87,32.0,California,Zinfandel,Horse & Plow,2012
110586,87,15.0,Alsace,Riesling,Jean-Baptiste Adam,2012
110589,87,20.0,Alsace,Riesling,Cave de Kientzheim-Kaysersberg,2010
110591,87,19.0,Alsace,White Blend,ClÃ©ment Klur,2011
110592,87,25.0,Washington,Cabernet Franc,Cloudlift Cellars,2011
110596,87,60.0,California,Cabernet Sauvignon,Faust,2011
110597,87,19.0,Alsace,Riesling,FrÃ©dÃ©ric Mallo,2009
110598,87,28.0,Washington,RhÃ´ne-style Red Blend,Hawkins Cellars,2011
110601,87,14.0,New York,Chardonnay,Heron Hill,2011
110602,87,15.0,New York,Sparkling Blend,Lamoreaux Landing,2007
110605,87,35.0,California,Zinfandel,Hendry,2011
110606,87,26.0,California,Chardonnay,Lawer,2012
110608,86,17.0,California,Pinot Noir,Michael Pozzan,2010
110611,86,24.0,California,Pinot Noir,J. Wilkes,2009
110612,86,13.0,Oregon,Pinot Gris,Kings Ridge,2011
110613,86,24.0,Oregon,Pinot Noir,Left Coast Cellars,2009
110617,86,15.0,California,Merlot,Tangley Oaks,2009
110625,86,25.0,California,Pinot Grigio,Black Box,2011
110628,86,19.0,California,Cabernet Sauvignon,Chime,2010
110633,90,17.0,California,Chardonnay,William Hill Estate,2013
110639,90,35.0,California,Cabernet Sauvignon,Circadia,2009
110640,90,40.0,California,Pinot Noir,Cobden Wini,2013
110645,90,25.0,New York,Riesling,Dr. Konstantin Frank,2013
110646,90,38.0,California,Zinfandel,Dry Creek Vineyard,2012
110647,90,58.0,California,Chardonnay,Failla,2013
110648,90,20.0,Tuscany,Red Blend,Fattoria di Magliano,2013
110649,90,20.0,Tuscany,Red Blend,Fattoria Le Pupille,2013
110651,90,27.0,Tuscany,Sangiovese,Folonari,2011
110652,90,28.0,Washington,Chardonnay,Forgeron,2013
110653,90,45.0,California,Chardonnay,Friedeman,2013
110655,90,34.0,Washington,Cabernet Sauvignon,Gifford Hirlinger,2012
110656,90,36.0,Washington,Malbec,Gifford Hirlinger,2012
110657,90,39.0,Tuscany,Sangiovese,Bindella,2011
110658,90,60.0,New York,GewÃ¼rztraminer,Bloomer Creek,2012
110659,90,50.0,Washington,Cabernet Sauvignon,Bomb,2011
110660,90,30.0,New York,Riesling,Castel Grisch,2013
110661,90,89.0,Tuscany,Sangiovese,Castello d'Albola,2011
110662,90,35.0,Tuscany,Red Blend,Cecchi,2011
110666,88,22.0,California,Riesling,Davis Family,2008
110667,88,35.0,Burgundy,Pinot Noir,Domaine Jessiaume,2008
110668,88,70.0,California,Cabernet Sauvignon,Freemark Abbey,2007
110669,88,10.0,California,Chardonnay,Healdsburg Ranches,2009
110672,88,100.0,Burgundy,Pinot Noir,Manuel Olivier,2008
110674,88,32.0,Washington,Merlot,:Nota Bene,2007
110675,88,20.0,Veneto,Red Blend,Allegrini,2007
110677,88,36.0,California,Cabernet Sauvignon,Buehler,2007
110678,88,23.0,Piemonte,Barbera,Azienda Agricola Cogno,2008
110681,88,19.0,Veneto,"Corvina, Rondinella, Molinara",Masi,2006
110685,90,45.0,California,Merlot,Rombauer,2014
110687,90,100.0,Piemonte,Nebbiolo,Seghesio,2012
110688,90,16.0,California,Barbera,Sobon Estate,2014
110689,90,27.0,California,Chardonnay,Sonoma-Loeb,2015
110691,90,30.0,California,MourvÃ¨dre,Tercero,2016
110692,90,40.0,California,Cabernet Sauvignon,Arrowood,2014
110694,90,20.0,California,Chardonnay,Balletto,2016
110695,90,50.0,Aquitaine,Bordeaux-style Red Blend,Barton & Guestier,2012
110697,90,18.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau de Marsan,2015
110702,90,17.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau les Petits Arnauds,2015
110704,90,40.0,Aquitaine,Bordeaux-style White Blend,ChÃ¢teau Simon,2009
110705,90,22.0,California,GewÃ¼rztraminer,Claiborne & Churchill,2016
