points,price,province,variety,winery,Year
94,65.0,California,Pinot Noir,Lynmar,2014
94,25.0,Oregon,Riesling,Ovum,2015
94,45.0,Oregon,Pinot Noir,Raptor Ridge,2014
94,70.0,California,Pinot Noir,Reuling Vineyard,2014
94,75.0,Washington,Bordeaux-style Red Blend,Substance,2013
87,17.0,Tuscany,Red Blend,Suberli,2013
87,15.0,Washington,Bordeaux-style Red Blend,Tertulia,2010
87,14.0,Washington,Cabernet Franc,Three Rivers,2014
87,25.0,California,Cabernet Sauvignon,Vigilance,2013
87,18.0,Piemonte,Barbera,Vinchio-Vaglio Serra,2012
87,40.0,California,Cabernet Sauvignon,Wise Villa,2012
87,14.0,Washington,Pinot Gris,Willow Crest,2014
87,15.0,Washington,Red Blend,Nodland,2012
87,25.0,New York,Riesling,Silver Thread,2014
87,26.0,Washington,Chardonnay,The Conqueror,2013
87,65.0,California,Cabernet Sauvignon,Tobacco Road,2008
87,24.0,California,Pinot Noir,Tolosa,2014
87,24.0,California,Chardonnay,Bargetto,2013
87,22.0,New York,Riesling,Bellwether,2013
87,19.0,Washington,Chardonnay,Boomtown,2014
87,22.0,California,Sauvignon Blanc,Cairdean Estate,2012
87,35.0,Tuscany,Red Blend,Campo al Mare,2011
92,42.0,California,Cabernet Sauvignon,Lorenzi Estate,2011
92,48.0,California,Cabernet Sauvignon,Lucas & Lewellen,2012
92,40.0,California,Viognier,Mattina Fiore,2013
92,42.0,California,Syrah,Melville,2013
92,35.0,California,Chardonnay,Merryvale,2013
92,55.0,Oregon,Pinot Noir,St. Innocent,2013
92,24.0,Oregon,Pinot Blanc,The Four Graces,2014
92,28.0,Oregon,Pinot Noir,River's Edge,2012
92,90.0,California,Cabernet Sauvignon,Sequoia Grove,2011
92,40.0,California,Pinot Noir,Sonnet,2013
92,43.0,California,Chardonnay,Domaine Anderson,2013
92,22.0,California,Cabernet Sauvignon,Firestone,2012
92,40.0,California,Pinot Noir,Chalone Vineyard,2012
92,28.0,California,Chardonnay,Kendall-Jackson,2013
92,60.0,California,Red Blend,Lone Madrone,2011
92,50.0,California,Pinot Noir,Stewart,2010
92,87.0,California,Pinot Noir,Barden,2012
92,49.0,California,Pinot Noir,Boheme,2010
92,22.0,Tuscany,Sangiovese,Casina di Cornia,2011
92,70.0,California,Pinot Noir,Hartford Court,2011
92,55.0,California,Zinfandel,Hartford Court,2011
92,56.0,California,Syrah,Testarossa,2011
92,68.0,Tuscany,Red Blend,Volpaia,2010
92,65.0,California,Pinot Noir,Williams Selyem,2011
92,50.0,California,Bordeaux-style Red Blend,J. Lohr,2009
92,39.0,California,Zinfandel,V. Sattui,2011
92,40.0,Tuscany,Red Blend,Casa al Vento,2010
92,32.0,California,Zinfandel,De Loach,2011
92,50.0,California,Chardonnay,De Loach,2011
92,45.0,California,Pinot Noir,Drew,2011
92,42.0,California,Bordeaux-style Red Blend,Ehret,2009
88,18.0,Alsace,Riesling,Wolfberger,2014
88,25.0,California,Sauvignon Blanc,Brander,2014
88,16.0,California,Sauvignon Blanc,Buttonwood,2013
88,48.0,California,Pinot Noir,Foundry,2013
88,19.0,Alsace,Pinot Gris,Kuentz-Bas,2014
88,14.0,Veneto,White Blend,La Cappuccina,2013
88,20.0,California,Pinot Gris,MacMurray Estate Vineyards,2014
88,18.0,California,Sauvignon Blanc,Oberon,2014
88,65.0,California,Pinot Noir,Pellegrini,2013
88,21.0,California,Riesling,Margerum,2014
88,20.0,Washington,White Blend,Market Vineyards,2013
88,13.0,Washington,Chardonnay,Milbrandt,2014
88,26.0,California,Pinot Noir,Proulx,2012
88,44.0,California,Malbec,Sequoia Grove,2012
88,64.0,California,Pinot Noir,Testarossa,2013
88,30.0,New York,Chardonnay,Treleaven,2012
98,100.0,California,Pinot Noir,Goldeneye,2007
97,75.0,California,Pinot Noir,Goldeneye,2007
96,75.0,California,Pinot Noir,Goldeneye,2007
88,26.0,California,Grenache,Quivira,2009
88,15.0,New York,Riesling,Sheldrake Point,2009
88,25.0,California,Viognier,Tolosa,2010
88,26.0,California,Petite Sirah,V. Sattui,2008
88,16.0,Tuscany,Red Blend,Tenuta di Ceppaiano,2007
88,15.0,California,Sauvignon Blanc,Angeline,2010
88,35.0,California,Chardonnay,Au Bon Climat,2008
88,25.0,New York,Cabernet Sauvignon,Comtesse Thérèse,2007
88,20.0,Oregon,Chardonnay,Del Rio,2009
88,40.0,California,Rhône-style Red Blend,Demetria,2008
88,36.0,Oregon,Pinot Noir,Expression 44°,2009
88,50.0,California,Pinot Noir,Sonoma Coast Vineyards,2008
88,34.0,California,Zinfandel,Summers,2008
88,25.0,California,Sauvignon Blanc,Envy,2011
88,18.0,Oregon,Pinot Noir,Acrobat,2011
88,18.0,California,Chardonnay,Calera,2011
88,24.0,Oregon,Pinot Noir,Torii Mor,2010
88,48.0,California,Red Blend,Venteux,2010
88,45.0,Oregon,Pinot Noir,Willamette Valley Vineyards,2010
88,39.0,California,Pinot Noir,Williams Selyem,2011
88,30.0,California,Grenache,Hobo,2011
88,22.0,California,Zinfandel,Hobo,2011
88,50.0,California,Cabernet Franc,Peju,2010
88,65.0,California,Red Blend,Pure Cru,2009
88,25.0,California,Pinot Noir,Stemmler,2010
93,80.0,Washington,Red Blend,J. Bookwalter,2009
93,18.0,Washington,Riesling,Nefarious,2010
93,50.0,California,Merlot,Nickel & Nickel,2009
93,55.0,Piemonte,Nebbiolo,Giacomo Fenocchio,2008
93,46.0,California,Pinot Noir,Bruliam,2010
93,75.0,Piemonte,Nebbiolo,Castello di Neive,2007
93,50.0,Champagne-Ardenne,Champagne Blend,Duval-Leroy,2006
93,52.0,California,Pinot Noir,Handley,2009
93,50.0,California,Merlot,Nickel & Nickel,2009
93,95.0,California,Cabernet Sauvignon,Sojourn,2009
93,28.0,California,Chardonnay,Iron Horse,2010
93,40.0,Washington,Malbec,Kontos,2009
93,55.0,Piemonte,Nebbiolo,Negretti,2007
93,95.0,California,Cabernet Sauvignon,Sojourn,2009
93,48.0,California,Chardonnay,Iron Horse,2010
93,56.0,Piemonte,Nebbiolo,Michele Chiarlo,2007
93,75.0,California,Chardonnay,Carte Blanche,2009
93,65.0,California,Cabernet Sauvignon,Terra Valentine,2009
93,60.0,Washington,Syrah,Rasa,2009
93,30.0,Washington,Syrah,Rulo,2009
93,30.0,Washington,Merlot,Seven Hills,2009
93,30.0,California,Chardonnay,Sonoma Coast Vineyards,2010
88,14.0,California,White Blend,Apothic,2015
88,9.0,Washington,Riesling,Chateau Ste. Michelle,2015
88,24.0,California,Zinfandel,Chronic Cellars,2015
88,15.0,California,Petite Sirah,Chronic Cellars,2015
88,90.0,California,Cabernet Sauvignon,Conn Creek,2013
88,30.0,Burgundy,Chardonnay,Domaine Christian Moreau Père et Fils,2015
88,97.0,Tuscany,Sangiovese,Fanti,2011
88,20.0,California,Red Blend,Giornata,2015
88,21.0,California,Cabernet Sauvignon,Katherine Goldschmidt,2014
88,50.0,New York,White Blend,Bedell,2015
88,30.0,California,Cabernet Sauvignon,Del Carlo Winery,2012
85,17.0,Veneto,White Blend,Astoria,2000
85,17.0,California,Pinot Noir,Kenwood,2001
85,11.0,California,Pinot Noir,Beaulieu Vineyard,2001
85,19.0,California,Pinot Noir,Charles Krug,2000
90,70.0,Tuscany,Sangiovese,Val di Suga,2012
90,69.0,Veneto,Red Blend,Valentina Cubi,2010
90,60.0,California,Rhône-style Red Blend,Kale,2014
90,88.0,California,Cabernet Sauvignon,Kelleher,2012
90,30.0,California,Sauvignon Blanc,Kelleher,2015
90,90.0,California,Red Blend,Kuleto Estate,2012
90,69.0,Burgundy,Pinot Noir,Louis Jadot,2014
90,39.0,Burgundy,Pinot Noir,Louis Jadot,2014
90,45.0,California,Chardonnay,Acacia,2014
90,30.0,California,Grenache,Betwixt,2014
90,20.0,California,Zinfandel,Buehler,2014
90,28.0,New York,Cabernet Sauvignon,Hound's Tree,2015
92,22.0,California,Cabernet Sauvignon,Cameron Hughes,2007
92,60.0,California,Cabernet Sauvignon,Steven Kent,2007
92,30.0,Washington,Mourvèdre,Syncline,2008
91,29.0,Washington,Red Blend,Northstar,2006
91,38.0,California,Chardonnay,Ojai,2008
91,24.0,California,Pinot Noir,Calera,2008
91,13.0,California,Merlot,Cameron Hughes,2007
91,39.0,California,Merlot,Cerro Prieto,2007
91,60.0,California,Syrah,Feliz Noche,2006
91,38.0,Washington,Syrah,Fielding Hills,2008
91,42.0,Washington,Syrah,Gorman,2008
91,22.0,California,Sauvignon Blanc,Hall,2009
91,40.0,Washington,Syrah,JM Cellars,2007
91,50.0,Washington,Bordeaux-style Red Blend,Darby,2007
97,54.0,California,Pinot Noir,Merry Edwards,2007
96,70.0,California,Cabernet Sauvignon,Kendall-Jackson,2007
95,40.0,California,Pinot Noir,Failla,2008
95,70.0,California,Cabernet Sauvignon,Freemark Abbey,2005
95,99.0,Oregon,Pinot Noir,Chehalem,2006
95,100.0,California,Cabernet Sauvignon,Flora Springs,2007
95,85.0,California,Cabernet Sauvignon,Piña,2007
94,58.0,California,Bordeaux-style Red Blend,Ferrari-Carano,2006
94,50.0,Oregon,Pinot Noir,Kelley Fox,2007
94,39.0,California,Viognier,Failla,2008
83,25.0,California,Syrah,Kynsi,1998
83,25.0,California,Cabernet Sauvignon,Paradise Ridge,1999
90,59.0,California,Pinot Noir,Roadhouse Winery,2014
90,59.0,California,Pinot Noir,Roadhouse Winery,2014
90,23.0,California,Pinot Noir,Sanford,2015
90,39.0,California,Viognier,Shale Oak,2014
90,17.0,California,Cabernet Sauvignon,Van Ruiten,2013
90,19.0,California,Pinot Noir,Fossil Point,2014
90,45.0,Piemonte,Nebbiolo,Azelia,2012
90,28.0,California,Red Blend,B Side,2014
90,59.0,Piemonte,Nebbiolo,Cascina Ballarin,2012
90,60.0,Burgundy,Chardonnay,Château de Santenay,2014
90,55.0,Burgundy,Pinot Noir,Château de Santenay,2014
90,25.0,Oregon,Pinot Noir,Ghost Hill,2014
90,19.0,Oregon,Pinot Gris,Coeur de Terre,2015
90,32.0,Piemonte,Nebbiolo,Col dei Venti,2013
90,70.0,California,Pinot Noir,De Loach,2013
90,43.0,Burgundy,Chardonnay,Domaine de la Croix Senaillet,2014
90,75.0,Burgundy,Pinot Noir,Domaine Pierre Labet,2013
90,50.0,Burgundy,Chardonnay,Domaine Pierre Labet,2013
90,50.0,California,Pinot Noir,Expression 38,2013
90,33.0,Piemonte,Nebbiolo,Bersano,2007
90,59.0,California,Pinot Noir,Clos Pepe,2010
90,52.0,Piemonte,Nebbiolo,Giacosa Fratelli,2009
90,20.0,California,Sauvignon Blanc,Horse & Plow,2011
90,19.0,New York,Cabernet Franc,Keuka Lake Vineyards,2010
90,45.0,New York,Bordeaux-style Red Blend,Paumanok,2007
90,24.0,New York,Merlot,Paumanok,2007
90,58.0,Piemonte,Nebbiolo,Rizzi,2009
90,28.0,California,Cabernet Sauvignon,Schug,2009
90,25.0,Washington,Cabernet Sauvignon,Seven Hills,2009
90,30.0,California,Chardonnay,Silverado,2010
90,75.0,New York,Sparkling Blend,Sparkling Pointe,2008
90,28.0,Washington,Cabernet Franc,Tamarack Cellars,2010
90,32.0,Washington,Cabernet Sauvignon,Tempus Cellars,2009
90,24.0,Piemonte,Nebbiolo,Mauro Veglio,2009
87,14.0,California,Cabernet Sauvignon,Heron,2011
87,30.0,Aquitaine,Bordeaux-style Red Blend,Barton & Guestier,2010
87,12.0,Aquitaine,Bordeaux-style Red Blend,Château Lamothe-Vincent,2010
87,18.0,Aquitaine,Bordeaux-style Red Blend,Château Turcaud,2010
87,12.0,Aquitaine,Sauvignon Blanc,Dourthe,2011
87,10.0,California,Moscato,Fat Cat,2011
87,15.0,California,Cabernet Sauvignon,James Mitchell,2009
87,30.0,Washington,Zinfandel,Maryhill,2010
89,42.0,California,Chardonnay,Robert Young,2011
89,40.0,California,Chardonnay,Sbragia,2010
89,16.0,Oregon,Pinot Gris,Sweet Cheeks,2013
89,30.0,California,Pinot Noir,Balverne,2012
89,44.0,California,Pinot Noir,Couloir,2012
89,100.0,Burgundy,Pinot Noir,Domaine de Bellene,2011
89,26.0,Burgundy,Chardonnay,Domaine Sangouard-Guyot,2012
89,42.0,California,Zinfandel,Dutcher Crossing,2012
89,58.0,California,Pinot Noir,Gracianna,2012
88,13.0,California,Pinot Gris,Cline,2016
88,17.0,Sicilia,Nero d'Avola,Donnafugata,2015
88,42.0,Piemonte,Nebbiolo,Fontanafredda,2013
88,20.0,Oregon,Pinot Noir,Fullerton,2015
88,20.0,Oregon,Pinot Noir,Henry Estate,2015
91,33.0,Washington,Cabernet Sauvignon,Robert Karl,2005
91,48.0,California,Cabernet Sauvignon,Rutherford Ranch,2005
91,45.0,Tuscany,Sangiovese,Tenuta di Nozzole,2006
91,75.0,California,Merlot,Hourglass,2006
91,90.0,Tuscany,Sangiovese Grosso,Lisini,2004
91,41.0,Washington,Merlot,Northstar,2005
91,16.0,Washington,Riesling,Zero One Vintners,2007
91,31.0,Tuscany,Sangiovese,Barone Ricasoli,2006
91,49.0,Tuscany,Sangiovese,Capannelle,2005
91,49.0,Tuscany,Sangiovese Grosso,PianCornello,2004
91,30.0,Tuscany,Sangiovese,Ruffino,2006
91,60.0,Tuscany,Sangiovese Grosso,Tenuta Crocedimezzo,2004
86,24.0,California,Sauvignon Blanc,Murphy-Goode,1999
86,25.0,Oregon,Bordeaux-style Red Blend,Paschal,2000
86,18.0,Oregon,Merlot,Abacela,1999
86,29.0,California,Sauvignon Blanc,Selene,2000
86,18.0,California,Sauvignon Blanc,Rancho Zabaco,2001
86,22.0,Oregon,Pinot Noir,Westrey,1999
85,18.0,California,Sauvignon Blanc,Liparita,2000
85,29.0,California,Sauvignon Blanc,Chalk Hill,1999
85,10.0,Tuscany,Sangiovese,Capezzana,2000
85,18.0,Tuscany,Sangiovese,Viticcio,1998
85,12.0,Oregon,Pinot Gris,Girardet,2000
85,20.0,Oregon,Pinot Gris,Benziger,2000
89,20.0,New York,Riesling,Keuka Lake Vineyards,2011
89,40.0,California,Pinot Noir,Masút,2011
89,40.0,California,Sparkling Blend,McFadden,2009
89,28.0,California,Chardonnay,McIntyre Vineyards,2011
89,40.0,Tuscany,Sangiovese Grosso,Piccini,2008
89,16.0,New York,Riesling,Red Newt Cellars,2011
89,55.0,California,Meritage,Rodney Strong,2010
89,35.0,New York,Cabernet Franc,Shaw,2007
89,65.0,Tuscany,Sangiovese Grosso,Tenuta San Giorgio,2008
89,55.0,California,Cabernet Sauvignon,Bennett Lane,2009
89,47.0,New York,Pinot Noir,Damiani,2010
89,44.0,California,Pinot Noir,Dierberg,2009
89,22.0,California,Chardonnay,Handley,2011
89,20.0,New York,Pinot Noir,Heron Hill,2009
89,28.0,California,Cabernet Sauvignon,Robert Mondavi,2010
89,30.0,California,Red Blend,Rock Wall,2011
89,44.0,California,Cabernet Sauvignon,Star Lane Vineyard,2008
89,40.0,Washington,Syrah,Va Piano,2009
87,19.0,California,Pinot Noir,Sebastiani,2012
87,35.0,California,Chardonnay,Souverain,2011
87,28.0,Washington,Syrah,Kaella,2011
87,17.0,New York,Gewürztraminer,Lakewood,2012
87,36.0,California,Tempranillo,Longoria,2011
87,23.0,Burgundy,Chardonnay,Louis Latour,2012
87,20.0,California,Cabernet Sauvignon,Mazzocco,2011
87,28.0,California,Chardonnay,Morgan,2012
87,45.0,California,Pinot Noir,Armida,2012
87,22.0,New York,Sauvignon Blanc,Wölffer,2016
87,50.0,Washington,Syrah,Ambassador Vineyard,2014
87,20.0,California,Chardonnay,Bravium,2015
87,25.0,Washington,White Blend,Brian Carter Cellars,2015
87,14.0,Washington,Bordeaux-style Red Blend,Charles & Charles,2015
87,60.0,California,Pinot Noir,Chasseur,2014
87,30.0,Aquitaine,Bordeaux-style Red Blend,Château Jean Faux,2015
87,20.0,Aquitaine,Bordeaux-style Red Blend,Château Panchille,2015
87,15.0,Aquitaine,Bordeaux-style Red Blend,Château Pilet,2015
87,26.0,California,Pinot Noir,City Winery Chicago,2015
87,14.0,Washington,Red Blend,Columbia Winery,2015
87,24.0,California,Petite Sirah,Concannon,2016
87,25.0,New York,Cabernet Sauvignon,Dr. Konstantin Frank,2014
87,20.0,California,Zinfandel,Frei Brothers,2015
87,18.0,Washington,Chardonnay,Guardian,2015
87,30.0,Washington,Bordeaux-style Red Blend,Hedges,2013
87,35.0,New York,Rosé,Heron Hill,2016
87,17.0,New York,Riesling,Inspire Moore,2016
87,26.0,California,Pinot Noir,Kessler-Haak,2016
87,76.0,Piemonte,Nebbiolo,La Bioca,2013
87,40.0,Aquitaine,Merlot,Les Vignerons de Tutiac,2012
89,85.0,California,Cabernet Sauvignon,Ballentine,2012
89,25.0,California,Syrah,Martin Lane Winery,2010
89,25.0,Washington,Syrah,:Nota Bene,2012
89,65.0,Tuscany,Sangiovese,Palazzo,2011
89,45.0,California,Sangiovese,Palumbo Family Vineyards,2012
89,17.0,California,Chardonnay,Kendall-Jackson,2014
89,65.0,Tuscany,Sangiovese,La Rasina,2010
89,39.0,California,Pinot Noir,V. Sattui,2013
89,46.0,California,Cabernet Franc,Villa San Juliette,2013
89,12.0,California,Malbec,HandCraft,2014
89,36.0,California,Syrah,Francis Ford Coppola,2012
89,34.0,California,Zinfandel,Miro,2013
89,40.0,Burgundy,Chardonnay,Au Pied du Mont Chauve,2012
89,30.0,California,Cabernet Franc,Carlson,2012
89,62.0,Tuscany,Sangiovese,Cava d'Onice,2011
89,14.0,California,Syrah,Shooting Star,2012
86,40.0,California,Merlot,Miner,2005
86,18.0,New York,Red Blend,Anthony Road,2007
86,25.0,California,Barbera,Easton,2007
86,20.0,California,Cabernet Sauvignon,Tudal,2007
86,25.0,California,Cabernet Sauvignon,La Storia,2006
86,18.0,New York,Merlot,Martha Clara,2007
86,25.0,New York,Merlot,Raphael,2001
86,38.0,California,Syrah,Sunstone,2006
86,15.0,New York,Riesling,Bellangelo,2008
84,21.0,California,Zinfandel,Murphy-Goode,2007
84,42.0,California,Pinot Noir,Picket Fence,2007
84,24.0,California,Red Blend,Cimarone,2008
84,25.0,California,Syrah,Eagle Castle,2007
84,40.0,California,Cabernet Sauvignon,Snowden,2007
84,85.0,California,Pinot Noir,Sunstone,2006
84,32.0,California,Chardonnay,Sunstone,2008
84,20.0,California,Merlot,Trig Point,2007
84,26.0,California,Zinfandel,Villa Toscano,2006
83,10.0,California,Syrah,Cycles Gladiator,2008
83,12.0,Sicilia,Nero d'Avola,Feudo Montoni,2008
83,75.0,California,Cabernet Sauvignon,Hidden Ridge,2004
83,45.0,Oregon,Pinot Noir,Van Duzer,2005
87,20.0,California,Chardonnay,La Crema,2013
87,29.0,Oregon,Cabernet Franc,Ledger David,2013
87,33.0,Alsace,Gewürztraminer,Maurice Schoech & Fils,2012
87,25.0,Oregon,Tempranillo,Plaisance Ranch,2013
92,75.0,Washington,Syrah,Dunham,2006
92,70.0,Tuscany,Sangiovese Grosso,Ferrero,2004
92,50.0,California,Bordeaux-style Red Blend,White Oak,2007
92,85.0,California,Cabernet Sauvignon,Reverie,2007
92,40.0,Washington,Red Blend,Sleight of Hand,2007
92,25.0,Washington,Syrah,Southard,2007
92,34.0,California,Pinot Noir,Williams Selyem,2008
92,60.0,Washington,Sangiovese,Leonetti Cellar,2007
92,35.0,California,Chardonnay,Mayacamas,2007
92,35.0,California,Chardonnay,Merryvale,2008
92,11.0,Washington,Riesling,Pacific Rim,2009
92,69.0,California,Syrah,Spotted Owl,2007
92,74.0,Tuscany,Sangiovese Grosso,Terralsole,2004
89,35.0,California,Pinot Noir,Bouchaine,2010
89,45.0,Tuscany,Sangiovese,Castelli Martinozzi,2009
89,20.0,California,Chardonnay,Chalone Vineyard,2012
89,30.0,Piemonte,Nebbiolo,Villadoria,2010
89,32.0,California,Syrah,Waxwing,2012
89,20.0,Washington,Zinfandel,Angel Vine,2011
89,34.0,Tuscany,Red Blend,Banfi,2011
89,40.0,Tuscany,Red Blend,Batzella,2008
89,24.0,Tuscany,Sangiovese,Caparzo,2011
89,50.0,California,Sauvignon Blanc,Envy,2012
89,45.0,California,Red Blend,Godspeed,2009
89,27.0,California,Merlot,Greenwood Ridge,2011
89,50.0,Tuscany,Sangiovese,Uccelliera,2009
89,40.0,New York,Bordeaux-style Red Blend,Wölffer,2010
88,16.0,Washington,Gewürztraminer,Pacific Rim,2014
88,40.0,California,Barbera,Palmina,2010
88,20.0,Piemonte,Barbera,Paolo Scavino,2014
88,23.0,California,Syrah,Pech Merle,2014
88,32.0,California,Pinot Noir,Portalupi,2013
88,55.0,California,Cabernet Sauvignon,Rutherford Grove,2010
88,40.0,Washington,Cabernet Sauvignon,Ryan Patrick,2012
88,33.0,California,Chardonnay,Sandhi,2013
88,42.0,Piemonte,Barbera,Sandrone,2013
88,32.0,Washington,Pinot Noir,Savage Grace,2013
88,25.0,New York,Riesling,Silver Thread,2014
88,35.0,Piemonte,Barbera,Sordo,2011
88,17.0,Tuscany,Red Blend,Suberli,2011
88,46.0,California,Pinot Noir,The Withers Winery,2013
88,21.0,Washington,Cabernet Sauvignon,Three Rivers,2012
88,39.0,Washington,Syrah,Three Rivers,2012
88,15.0,California,Pinot Noir,Toad Hollow,2014
88,22.0,California,Chardonnay,Kendall-Jackson,2013
88,30.0,California,Sparkling Blend,Lucas & Lewellen,2012
88,17.0,California,Chardonnay,Lucas & Lewellen,2013
88,60.0,California,Pinot Noir,MacLaren,2013
88,39.0,Washington,Cabernet Sauvignon,Mosquito Fleet,2012
88,26.0,California,Cabernet Sauvignon,Murphy-Goode,2012
88,14.0,California,White Blend,Naggiar,2014
89,25.0,New York,Riesling,Casa Larga,2014
89,40.0,California,Merlot,DeTierra Vineyards,2010
89,45.0,Alsace,Riesling,Domaine Bernhard & Reibel,2013
89,22.0,Alsace,Pinot Gris,Domaine de la Tour Blanche,2014
89,28.0,Alsace,Gewürztraminer,Domaine Gresser,2015
89,29.0,Alsace,Riesling,Domaine Pfister,2014
89,25.0,Alsace,Riesling,Domaine Schoffit,2014
89,20.0,Alsace,Riesling,Wunsch & Mann,2014
89,32.0,California,Rhône-style White Blend,Zenaida Cellars,2015
89,20.0,Washington,Sauvignon Blanc,Seven Hills,2015
89,38.0,Washington,Malbec,Sparkman,2014
89,38.0,Washington,Syrah,Structure,2013
89,33.0,Alsace,Gewürztraminer,Domaine Pfister,2012
89,32.0,California,Petite Sirah,Epiphany,2013
89,83.0,Tuscany,Red Blend,Monteraponi,2012
85,18.0,California,Chardonnay,Folie à Deux,2014
85,95.0,California,Cabernet Sauvignon,Castello di Amorosa,2012
85,57.0,Tuscany,Red Blend,La Castellina,2011
85,17.0,Tuscany,Red Blend,Salcheto,2014
85,28.0,Oregon,Cabernet Sauvignon,Agate Ridge,2010
85,22.0,California,Merlot,Broken Earth,2012
85,33.0,California,Sauvignon Blanc,Chalk Hill,2014
85,26.0,Oregon,Pinot Noir,J. Scott Cellars,2014
91,40.0,California,Cabernet Sauvignon,Crossbarn by Paul Hobbs,2011
91,42.0,California,Viognier,Pride Mountain,2012
91,22.0,Washington,Cabernet Franc,Savage Grace,2012
91,28.0,Washington,Bordeaux-style Red Blend,Sleight of Hand,2011
91,60.0,California,Pinot Noir,Testarossa,2011
91,42.0,California,Pinot Noir,Testarossa,2011
91,41.0,California,Chardonnay,Testarossa,2011
91,40.0,California,Pinot Noir,Orfila,2012
90,32.0,California,Syrah,Scott Harvey,2011
90,48.0,California,Pinot Noir,Terra Valentine,2011
90,41.0,California,Chardonnay,Testarossa,2011
90,41.0,California,Chardonnay,Testarossa,2011
90,35.0,Washington,Bordeaux-style Red Blend,Ancestry,2011
90,25.0,California,Chardonnay,Au Bon Climat,2011
90,26.0,Washington,Merlot,Chateau Ste. Michelle,2010
86,10.0,California,Red Blend,Gen5,2014
86,32.0,California,Syrah,Lawer,2014
86,13.0,Washington,Red Blend,Lone Birch,2015
86,42.0,Washington,Bordeaux-style Red Blend,Pondera,2013
86,75.0,California,Merlot,Rock Wall,2014
86,8.0,Washington,Riesling,Snoqualmie,2015
86,35.0,California,Pinot Noir,Ampelos,2013
86,23.0,California,Red Blend,Angels & Cowboys,2014
86,60.0,California,Pinot Noir,Argot,2013
86,12.0,Washington,Chardonnay,Columbia Crest,2015
86,30.0,Oregon,Malbec,Plaisance Ranch,2014
86,25.0,Oregon,Petite Sirah,Plaisance Ranch,2014
86,35.0,Washington,Bordeaux-style Red Blend,TruthTeller,2014
87,11.0,Aquitaine,Rosé,Château Roc de Minvielle,2014
87,35.0,California,Merlot,Clos Pegase,2012
87,30.0,Washington,Sangiovese,Helix by Reininger,2010
87,15.0,California,Red Blend,Jamieson Ranch,2012
87,15.0,New York,Pinot Noir,Fox Run,2014
87,21.0,Washington,Merlot,Gordon Estate,2013
87,25.0,Tuscany,Red Blend,Banfi,2013
87,25.0,California,Rosé,Beckmen,2014
87,29.0,Tuscany,Red Blend,Bindi Sergardi,2011
87,12.0,California,Red Blend,Cameron Hughes,2012
87,18.0,Aquitaine,Bordeaux-style Red Blend,Château de Belcier,2012
87,13.0,Aquitaine,Rosé,Château Fonfroide,2014
87,12.0,Tuscany,Red Blend,Salcheto,2013
87,14.0,Tuscany,Sangiovese,Sangervasio,2013
87,12.0,California,Cabernet Sauvignon,Tortoise Creek,2012
87,30.0,Washington,Syrah,Ambassador Vineyard,2014
87,25.0,Washington,White Blend,Ardor,2016
87,35.0,New York,Sauvignon Blanc,Bedell,2015
87,14.0,Piemonte,Barbera,Tre Secoli,2016
87,60.0,Washington,Red Blend,Castillo De Feliciana,2014
87,27.0,Washington,Tempranillo,Castillo De Feliciana,2014
87,19.0,Aquitaine,Bordeaux-style Red Blend,Château Grand-Maison,2012
87,18.0,Aquitaine,Bordeaux-style Red Blend,Château Labatut,2015
87,14.0,Aquitaine,Bordeaux-style Red Blend,Château Turcaud,2016
87,15.0,Washington,Red Blend,Dusty Cellars,2015
87,22.0,New York,Cabernet Franc,Fox Run,2015
87,50.0,Piemonte,Nebbiolo,La Spinetta,2012
87,24.0,New York,Cabernet Sauvignon,Thirsty Owl Wine Company,2015
87,20.0,California,Merlot,Vintage Cowboy,2014
87,55.0,Piemonte,Nebbiolo,Virna Borgogno,2013
87,25.0,New York,Riesling,Whitecliff Vineyard,2015
81,16.0,New York,Pinot Grigio,Penguin Bay,2008
99,100.0,California,Cabernet Sauvignon,Trefethen,2005
97,50.0,California,Cabernet Sauvignon,Trefethen,2005
97,100.0,California,Cabernet Sauvignon,Hestan,2006
92,48.0,California,Pinot Noir,Big Basin,2013
92,79.0,Tuscany,Sangiovese,Castello di Verrazzano,2012
92,55.0,California,Pinot Noir,Davis Bynum,2013
92,75.0,California,Red Blend,Stags' Leap Winery,2012
92,64.0,Oregon,Pinot Noir,Tendril,2012
92,30.0,California,Malbec,Edna Valley Vineyard,2013
92,44.0,California,Syrah,Eric Kent,2012
92,31.0,California,Sauvignon Blanc,Eric Kent,2014
92,70.0,Tuscany,Sangiovese,Fattoi,2011
92,55.0,California,Pinot Noir,Fess Parker,2013
92,48.0,California,Petite Sirah,ONX,2013
92,75.0,California,Chardonnay,Joseph Phelps,2013
92,34.0,California,Pinot Noir,Last Light,2014
92,50.0,California,Pinot Noir,Loring Wine Company,2014
92,40.0,California,Grenache,Margerum,2013
90,42.0,California,Cabernet Sauvignon,Frog's Leap,2010
90,50.0,California,Pinot Noir,Pence Ranch,2010
90,90.0,Tuscany,Sangiovese Grosso,Poggio Antico,2008
90,46.0,Tuscany,Sangiovese,Querciavalle,2007
90,36.0,California,Pinot Noir,Sandler,2010
90,17.0,New York,Riesling,Shaw,2008
90,30.0,California,Pinot Noir,Sinor-LaVallee,2011
90,52.0,California,Syrah,Bien Nacido,2009
