province,year,variety,points
Alsace,2006,Riesling,89
Alsace,2004,Pinot Gris,89
California,2005,Bordeaux-style Red Blend,89
Piedmont,2004,Nebbiolo,89
Alsace,2004,Riesling,89
California,2006,Zinfandel,89
California,2007,White Blend,89
Piedmont,2005,Nebbiolo,89
Piedmont,2005,Nebbiolo,89
Oregon,2006,Pinot Noir,89
California,2006,Zinfandel,89
Piedmont,2005,Nebbiolo,89
Alsace,2006,Pinot Gris,89
Alsace,2006,Riesling,89
Oregon,2005,Cabernet Sauvignon,89
Piedmont,2003,Nebbiolo,89
Tuscany,1996,White Blend,92
Tuscany,2012,Sangiovese,92
California,2013,Pinot Noir,92
Alsace,2015,Riesling,92
Tuscany,2013,Cabernet Franc,92
Oregon,2014,Pinot Noir,92
California,2014,Pinot Noir,92
Alsace,2012,Pinot Gris,92
Alsace,2009,Pinot Gris,92
California,2014,Chardonnay,92
Oregon,2014,Pinot Noir,92
Oregon,2015,Pinot Noir,92
Tuscany,2011,White Blend,92
California,2013,Bordeaux-style Red Blend,92
California,2014,Pinot Noir,91
California,2014,Rhône-style Red Blend,91
California,2013,Pinot Noir,91
Tuscany,2013,Syrah,91
Tuscany,2015,Red Blend,91
Tuscany,2013,Pinot Nero,91
Alsace,2012,Riesling,91
Tuscany,2012,Sangiovese,91
California,2014,Cabernet Sauvignon,91
Oregon,2014,Pinot Noir,91
Tuscany,2008,Sangiovese Grosso,90
Tuscany,2008,Sangiovese Grosso,90
Tuscany,2009,Sangiovese,90
Tuscany,2008,Sangiovese Grosso,90
California,2010,Rhône-style Red Blend,90
Tuscany,2008,Sangiovese Grosso,90
Tuscany,2008,Sangiovese Grosso,90
California,2011,Chardonnay,90
Washington,2010,Syrah,90
California,2011,Sauvignon Blanc-Semillon,90
California,2010,Merlot,90
Tuscany,2008,Sangiovese Grosso,90
Tuscany,2010,Sangiovese,90
Tuscany,2008,Sangiovese Grosso,90
California,2010,Barbera,90
California,2010,Pinot Noir,90
California,2010,Red Blend,90
California,2011,White Blend,90
New York,2010,Riesling,90
California,2008,Cabernet Sauvignon,90
California,2010,Cabernet Sauvignon,90
New York,2011,Riesling,90
Tuscany,2008,Sangiovese Grosso,90
California,2010,Syrah,90
Tuscany,2008,Sangiovese Grosso,90
Sicilia,2007,White Blend,90
California,2008,Chardonnay,90
California,2008,Chardonnay,90
California,2009,Sauvignon Blanc,90
Oregon,2008,Pinot Noir,90
California,2008,Pinot Noir,90
Oregon,2009,Chardonnay,90
California,2008,Syrah,90
Oregon,2008,Pinot Noir,90
Oregon,2007,Pinot Noir,90
Veneto,2006,"Corvina, Rondinella, Molinara",85
Veneto,2005,"Corvina, Rondinella, Molinara",84
New York,2008,Gewürztraminer,84
California,2006,Merlot,84
California,2008,Zinfandel,84
California,2006,Red Blend,84
California,2008,Merlot,84
Washington,2009,Riesling,84
Veneto,2008,"Corvina, Rondinella, Molinara",84
Veneto,2007,"Corvina, Rondinella, Molinara",84
Veneto,2005,"Corvina, Rondinella, Molinara",84
California,2007,Pinot Grigio,85
California,2007,Viognier,85
California,2005,Bordeaux-style Red Blend,85
California,2005,Cabernet Sauvignon,85
California,2006,Pinot Noir,85
California,2005,Cabernet Sauvignon,85
Oregon,2006,Pinot Noir,85
California,2006,Chardonnay,85
California,2006,Pinot Noir,85
New York,2005,Cabernet Sauvignon,85
California,2006,Pinot Noir,85
California,2005,Cabernet Sauvignon,85
California,2007,Sauvignon Blanc,85
California,2006,Chardonnay,85
Washington,2012,Grenache,97
Washington,2012,Grenache,96
Washington,2012,Syrah,96
Washington,2012,Syrah,96
Washington,2012,Syrah,96
Tuscany,2011,Red Blend,95
Washington,2012,Syrah,95
California,2011,Red Blend,95
Washington,2012,Syrah,95
California,2013,Chardonnay,95
Washington,2012,Cabernet Sauvignon,95
Tuscany,2010,Sangiovese,95
Tuscany,2011,Red Blend,95
Washington,2012,Syrah,95
Washington,2012,Syrah,95
Tuscany,2010,Red Blend,95
Washington,2012,Syrah,94
California,2012,Cabernet Sauvignon,94
Washington,2012,Bordeaux-style Red Blend,94
Washington,2012,Syrah,94
Washington,2012,Syrah,94
Aquitaine,2012,Bordeaux-style Red Blend,94
California,2012,Pinot Noir,94
California,2010,Sauvignon Blanc,86
Washington,2008,Merlot,86
Piedmont,2010,Dolcetto,86
California,2009,Pinot Gris,86
Piedmont,2007,Nebbiolo,86
California,2008,Cabernet Sauvignon,86
Washington,2008,Syrah,86
Washington,2010,Sauvignon Blanc,86
Piedmont,2010,Freisa,86
Burgundy,2009,Pinot Noir,86
California,2009,Chardonnay,86
California,2013,Pinot Noir,85
California,2014,Riesling,85
Piedmont,2014,Cortese,85
California,2013,Zinfandel,85
California,2014,Sauvignon Blanc,85
Piedmont,2010,Nebbiolo,85
California,2012,Red Blend,85
California,2013,Cabernet Sauvignon,85
New York,2014,Viognier,85
New York,2013,Chardonnay,85
Piedmont,2015,Cortese,85
Piedmont,2014,Arneis,85
California,2014,Malbec,88
Tuscany,2011,Sangiovese,88
Oregon,2014,Carmenère,88
Oregon,2014,Pinot Noir,88
Tuscany,2015,Red Blend,88
Tuscany,2012,Sangiovese,88
California,2013,Syrah,88
Alsace,2014,Auxerrois,88
Tuscany,2012,Sangiovese,88
Tuscany,2015,Red Blend,88
Tuscany,2015,Sangiovese,88
Oregon,2014,Chardonnay,88
Aquitaine,2015,Bordeaux-style White Blend,88
Tuscany,2012,Sangiovese,88
Tuscany,2012,Sangiovese,88
Tuscany,2012,Sangiovese,88
Tuscany,2012,Sangiovese,88
Tuscany,2012,Sangiovese,88
Tuscany,2014,Red Blend,88
California,2014,Chardonnay,88
Tuscany,2003,Moscadello,88
Aquitaine,2008,Bordeaux-style Red Blend,88
Washington,2006,Merlot,88
California,2008,Zinfandel,88
Aquitaine,2008,Bordeaux-style Red Blend,88
Washington,2009,Sauvignon Blanc,88
Washington,2009,Gewürztraminer,88
California,2006,Tempranillo,88
Burgundy,2008,Pinot Noir,88
Burgundy,2008,Pinot Noir,88
Aquitaine,2008,Bordeaux-style Red Blend,88
Aquitaine,2008,Bordeaux-style Red Blend,88
Aquitaine,2008,Bordeaux-style Red Blend,88
Oregon,2011,Pinot Noir,91
California,2011,Pinot Noir,91
California,2011,Pinot Noir,91
California,2010,Petite Sirah,91
Aquitaine,2010,Bordeaux-style White Blend,91
Aquitaine,2010,Bordeaux-style White Blend,91
Aquitaine,2011,Bordeaux-style Red Blend,91
Aquitaine,2011,Bordeaux-style Red Blend,91
Aquitaine,2011,Bordeaux-style Red Blend,91
Aquitaine,2011,Bordeaux-style Red Blend,91
Tuscany,2010,Sangiovese,91
Washington,2010,Sangiovese,91
California,2011,Pinot Noir,91
California,2010,Meritage,91
California,2009,Cabernet Sauvignon,91
California,2011,Syrah,91
Veneto,2013,Garganega,88
California,2010,Sparkling Blend,88
California,2012,Pinot Noir,88
California,2013,G-S-M,88
California,2012,Pinot Noir,88
Oregon,2011,Sparkling Blend,88
California,2012,Pinot Noir,88
Oregon,2013,Riesling,88
Veneto,2013,White Blend,88
California,2012,Syrah,88
California,2011,Syrah,88
Oregon,2012,Cabernet Sauvignon,88
Oregon,2012,Syrah,87
California,2011,Merlot,87
New York,2014,Pinot Noir,87
California,2012,Pinot Noir,87
Washington,2013,Tempranillo,87
New York,2013,Chardonnay,87
Piedmont,2015,Arneis,87
Veneto,2015,Red Blend,87
Piedmont,2015,Arneis,87
California,2014,Sauvignon Blanc,87
California,2015,Rosé,87
Piedmont,2015,Arneis,87
California,2013,Rhône-style Red Blend,87
California,2015,Rosé,87
Washington,2013,Cabernet Sauvignon,87
California,2013,Syrah,83
Aquitaine,2014,Bordeaux-style Red Blend,83
Aquitaine,2014,Bordeaux-style Red Blend,83
Aquitaine,2014,Bordeaux-style Red Blend,83
Aquitaine,2014,Bordeaux-style Red Blend,83
Aquitaine,2014,Bordeaux-style Red Blend,83
California,2013,Red Blend,83
Aquitaine,2014,Bordeaux-style Red Blend,83
Aquitaine,2014,Bordeaux-style Red Blend,83
Aquitaine,2014,Bordeaux-style Red Blend,83
Aquitaine,2014,Bordeaux-style Red Blend,83
California,2014,Pinot Noir,83
California,2014,Chardonnay,82
Aquitaine,2014,Bordeaux-style Red Blend,82
California,2013,Cabernet Merlot,82
Washington,2013,Chardonnay,84
Aquitaine,2014,Rosé,84
Aquitaine,2014,Bordeaux-style Red Blend,84
Aquitaine,2014,Bordeaux-style White Blend,84
Washington,2014,Riesling,84
California,2012,Pinot Noir,84
Tuscany,2012,Red Blend,84
Tuscany,2011,Red Blend,84
Tuscany,2013,Red Blend,84
Washington,2014,Rosé,84
California,2013,Red Blend,84
Aquitaine,2014,Rosé,84
Aquitaine,2014,Rosé,84
Aquitaine,2013,Rosé,84
Aquitaine,2014,Bordeaux-style White Blend,84
Aquitaine,2014,Rosé,84
Aquitaine,2014,Rosé,84
Aquitaine,2014,Bordeaux-style White Blend,84
Aquitaine,2014,Bordeaux-style White Blend,84
Aquitaine,2014,Bordeaux-style Red Blend,84
California,2014,Sauvignon Blanc,84
Washington,2012,Pinot Noir,84
California,2007,Pinot Noir,87
Burgundy,2007,Chardonnay,87
California,2004,Cabernet Sauvignon,87
Tuscany,2007,Prugnolo Gentile,87
Burgundy,2007,Chardonnay,87
California,2007,Pinot Noir,86
Tuscany,2005,Sangiovese,86
Tuscany,2005,Sangiovese,86
Tuscany,2004,Sangiovese,86
California,2007,Merlot,86
Burgundy,2007,Chardonnay,86
California,2006,Sangiovese,86
California,2006,Chardonnay,86
Washington,2011,Bordeaux-style Red Blend,91
California,2010,Pinot Noir,91
Washington,2012,Cabernet Franc,91
Washington,2012,Red Blend,91
California,2012,Viognier,91
California,2010,Petite Sirah,91
Washington,2012,Rhône-style Red Blend,91
California,2012,Malbec,91
Washington,2012,Cabernet Sauvignon,91
Washington,2010,Syrah-Petite Sirah,91
California,2012,Petit Verdot,91
California,2012,Pinot Noir,91
Washington,2012,Red Blend,91
Oregon,2007,Pinot Noir,87
California,2005,Cabernet Sauvignon,87
California,2004,Syrah,87
California,2005,Cabernet Sauvignon,87
California,2006,Chardonnay,87
California,2005,Syrah,87
Sicilia,2007,Moscato,87
Oregon,2007,Pinot Blanc,87
California,2006,Chardonnay,87
California,2008,Barbera,87
Burgundy,2009,Pinot Noir,87
Burgundy,2009,Pinot Noir,87
Burgundy,2010,Chardonnay,87
Veneto,2011,Glera,87
Alsace,2009,Pinot Blanc,87
Alsace,2011,Gewürztraminer,87
Alsace,2009,Riesling,87
California,2011,Riesling,87
California,2009,Syrah,87
California,2008,Red Blend,87
California,2009,Zinfandel,87
Veneto,2011,Pinot Grigio,87
California,2009,Cabernet Sauvignon,87
Alsace,2010,Riesling,87
California,2012,Zinfandel,88
California,2012,Mourvèdre,88
Aquitaine,2012,Bordeaux-style White Blend,88
Aquitaine,2012,Bordeaux-style White Blend,88
Aquitaine,2010,Bordeaux-style Red Blend,88
California,2012,Merlot,88
California,2012,Chardonnay,88
California,2012,Rhône-style White Blend,88
California,2010,Petite Sirah,88
California,2011,Chardonnay,88
California,2013,Sauvignon Blanc,88
California,2013,Gewürztraminer,88
Oregon,2011,Pinot Noir,88
Oregon,2013,Pinot Gris,88
California,2011,Chardonnay,88
Piedmont,2010,Nebbiolo,88
Piedmont,2010,Nebbiolo,88
California,2012,Pinot Noir,88
Washington,2011,Bordeaux-style Red Blend,87
Washington,2013,Riesling,87
Sicilia,2013,Nerello Mascalese,87
Burgundy,2011,Pinot Noir,87
Burgundy,2011,Chardonnay,87
Burgundy,2012,Chardonnay,87
Sicilia,2012,Red Blend,87
California,2008,Red Blend,87
California,2012,Chardonnay,87
Washington,2011,Cabernet Sauvignon,87
Sicilia,2009,Nero d'Avola,87
Washington,2012,Sangiovese,87
Washington,2011,Grenache,87
New York,2012,Riesling,87
Washington,2010,Cabernet Franc,87
Washington,2010,Rhône-style Red Blend,87
California,2014,Red Blend,86
California,2013,Red Blend,86
New York,2014,Riesling,86
Washington,2014,Chardonnay,86
Washington,2015,Rosé,86
California,2012,Zinfandel,86
New York,2015,Gewürztraminer,86
Burgundy,2014,Pinot Noir,86
Veneto,2010,Red Blend,86
New York,2015,Lemberger,86
Tuscany,2011,Sangiovese,86
California,2013,Pinot Noir,86
Tuscany,2014,Sangiovese,86
Veneto,2012,Red Blend,86
California,2014,Petite Sirah,86
Washington,2013,Cabernet Sauvignon,86
Washington,2013,Rosé,86
New York,2014,Vidal Blanc,86
Aquitaine,2014,Bordeaux-style White Blend,86
Sicilia,2013,Nero d'Avola,86
Sicilia,2014,Nero d'Avola,86
Sicilia,2013,Nero d'Avola,86
Sicilia,2013,Nero d'Avola,86
California,2013,Pinot Noir,86
California,2012,Zinfandel,86
Aquitaine,2011,Bordeaux-style Red Blend,86
Aquitaine,2013,Bordeaux-style Red Blend,86
Aquitaine,2013,Bordeaux-style Red Blend,86
Aquitaine,2013,Bordeaux-style Red Blend,86
Aquitaine,2013,Bordeaux-style Red Blend,86
Aquitaine,2013,Bordeaux-style White Blend,86
Aquitaine,2013,Bordeaux-style Red Blend,86
Aquitaine,2012,Bordeaux-style Red Blend,86
Aquitaine,2013,Bordeaux-style Red Blend,86
Washington,2011,Cabernet Sauvignon,86
Aquitaine,2013,Bordeaux-style Red Blend,86
Aquitaine,2013,Bordeaux-style Red Blend,86
Aquitaine,2014,Bordeaux-style Red Blend,86
Aquitaine,2013,Bordeaux-style Red Blend,86
Aquitaine,2013,Bordeaux-style Red Blend,86
Washington,2011,Cabernet Sauvignon,86
Oregon,2014,Pinot Noir,91
Washington,2014,Syrah,91
California,2016,White Blend,91
Alsace,2015,Pinot Gris,91
California,2013,Sangiovese,91
California,2011,Syrah,91
California,2013,Cabernet Sauvignon,91
Washington,2014,Cabernet Sauvignon,91
Alsace,2015,Pinot Gris,91
California,2014,Cabernet Sauvignon,91
Alsace,2015,Gewürztraminer,91
Alsace,2015,Pinot Gris,91
California,2016,Sauvignon Blanc,91
California,2014,Red Blend,91
California,2016,Rosé,91
California,2016,Riesling,90
California,2014,Syrah,90
California,2014,Zinfandel,90
California,2016,Grenache Blanc,90
Alsace,2015,Pinot Gris,90
California,2015,Chardonnay,90
California,2016,Pinot Noir,90
California,2015,Chardonnay,90
California,2014,Zinfandel,90
Aquitaine,2011,Bordeaux-style Red Blend,83
California,2012,Sauvignon Blanc,83
California,2009,Cabernet Sauvignon,83
California,2012,Pinot Noir,83
California,2012,Riesling,83
California,2010,Tempranillo,83
Aquitaine,2011,Bordeaux-style Red Blend,83
California,2012,Sauvignon Blanc,83
Aquitaine,2011,Bordeaux-style Red Blend,83
California,2012,Chardonnay,83
Aquitaine,2011,Bordeaux-style Red Blend,83
California,2012,Pinot Grigio,83
Aquitaine,2012,Bordeaux-style White Blend,83
California,2012,Petite Sirah,83
Aquitaine,2011,Bordeaux-style Red Blend,83
Oregon,2012,Pinot Noir,83
Washington,2010,Malbec,86
Alsace,2012,Sylvaner,86
California,2010,Cabernet Sauvignon,86
California,2011,Pinot Noir,86
Veneto,2011,Red Blend,86
Veneto,2006,Red Blend,86
Burgundy,2010,Pinot Noir,86
Burgundy,2011,Pinot Noir,86
California,2010,Cabernet Sauvignon,86
California,2010,Cabernet Sauvignon,86
California,2011,Chardonnay,86
Washington,2012,Pinot Gris,86
California,2012,Sauvignon Blanc,86
California,2011,Chardonnay,86
Burgundy,2011,Pinot Noir,86
Veneto,2010,Red Blend,86
Veneto,2012,White Blend,86
California,2012,Cabernet Sauvignon,86
California,2009,Pinot Noir,86
California,2010,Zinfandel,86
Veneto,2011,Red Blend,86
Veneto,2011,Red Blend,86
California,2009,Red Blend,86
Veneto,2010,Red Blend,86
California,2016,Gewürztraminer,92
California,2013,Sparkling Blend,92
Burgundy,2015,Pinot Noir,92
Washington,2014,Bordeaux-style Red Blend,92
Burgundy,2015,Pinot Noir,92
Washington,2014,Syrah,92
Burgundy,2015,Chardonnay,92
New York,2013,Cabernet Franc,92
Piedmont,2014,Nebbiolo,92
California,2015,Red Blend,92
California,2014,Red Blend,92
California,2014,Sparkling Blend,92
Burgundy,2015,Chardonnay,92
California,2014,Red Blend,92
California,2015,Chardonnay,92
California,2014,Chardonnay,92
Burgundy,2015,Chardonnay,92
Washington,2014,Syrah,92
California,2013,Pinot Noir,92
New York,2015,Pinot Noir,92
California,2015,Zinfandel,92
Washington,2015,Cabernet Franc,92
California,2014,Rhône-style Red Blend,92
California,2014,Cabernet Sauvignon,92
California,2014,Zinfandel,92
California,2014,Cabernet Sauvignon,92
California,2009,Sauvignon Blanc,90
California,2007,Syrah,90
California,2007,Cabernet Sauvignon,90
California,2007,Cabernet Sauvignon,90
Washington,2008,Syrah,90
California,2008,Chardonnay,90
Washington,2009,Roussanne,90
Sicilia,2008,Nero d'Avola,90
California,2009,Pinot Noir,90
California,2006,Cabernet Sauvignon,90
Washington,2008,Syrah,90
California,2009,Bordeaux-style Red Blend,85
California,2010,Cabernet Sauvignon,85
California,2011,Syrah,85
California,2010,Cabernet Sauvignon,85
California,2011,Chardonnay,85
California,2010,Pinot Noir,85
Burgundy,2011,Chardonnay,85
Burgundy,2011,Chardonnay,85
New York,2010,Riesling,85
California,2011,Pinot Noir,85
California,2010,Merlot,85
California,2009,Pinot Noir,85
California,2008,Syrah,85
Washington,2011,Chardonnay,85
California,2009,Cabernet Sauvignon,85
Tuscany,2011,Pinot Grigio,85
Burgundy,2011,Chardonnay,85
Burgundy,2011,Chardonnay,85
California,2010,Tempranillo,85
California,2007,Syrah,85
California,2011,Chardonnay,85
Piedmont,2010,Dolcetto,87
California,2009,Cabernet Sauvignon,87
California,2010,G-S-M,87
California,2011,Chardonnay,87
California,2010,Mourvèdre,87
California,2012,Gewürztraminer,87
California,2010,Cabernet Sauvignon,87
Veneto,2012,Glera,87
California,2009,Bordeaux-style Red Blend,87
Veneto,2012,Glera,87
Veneto,2010,Garganega,87
California,2012,Sauvignon Blanc,87
California,2005,Syrah,92
California,2004,Cabernet Sauvignon,92
Veneto,1999,"Corvina, Rondinella, Molinara",92
Champagne-Ardenne,1998,Champagne Blend,92
Champagne-Ardenne,2000,Champagne Blend,92
California,2004,Bordeaux-style Red Blend,92
Washington,2004,Merlot,92
California,2006,Chardonnay,92
Veneto,2001,"Corvina, Rondinella, Molinara",92
California,2003,Syrah,92
Veneto,2001,"Corvina, Rondinella, Molinara",92
Champagne-Ardenne,2002,Champagne Blend,92
California,2004,Cabernet Sauvignon,92
California,2004,Cabernet Sauvignon,92
Washington,2005,Syrah,92
Piedmont,2013,Nebbiolo,97
Piedmont,2011,Nebbiolo,97
Piedmont,2013,Nebbiolo,97
Piedmont,2013,Nebbiolo,97
Piedmont,2013,Nebbiolo,97
Piedmont,2013,Nebbiolo,97
Piedmont,2013,Nebbiolo,97
Piedmont,2013,Nebbiolo,96
Piedmont,2013,Nebbiolo,96
Piedmont,2011,Nebbiolo,96
Piedmont,2013,Nebbiolo,96
Piedmont,2013,Nebbiolo,96
Piedmont,2013,Nebbiolo,96
Piedmont,2013,Nebbiolo,96
Piedmont,2013,Nebbiolo,96
Piedmont,2013,Nebbiolo,96
Piedmont,2012,Nebbiolo,95
California,2014,Pinot Noir,95
Piedmont,2013,Nebbiolo,95
Piedmont,2013,Nebbiolo,95
Piedmont,2013,Nebbiolo,95
Piedmont,2013,Nebbiolo,95
California,2012,Cabernet Sauvignon,92
California,2013,Cabernet Sauvignon,92
California,2010,Red Blend,92
Oregon,2014,Pinot Gris,92
Oregon,2013,Pinot Noir,92
California,2013,Chardonnay,92
California,2014,Chardonnay,92
California,2012,Bordeaux-style Red Blend,92
Oregon,2012,Pinot Noir,92
California,2013,Pinot Noir,92
Oregon,2014,Sauvignon Blanc,92
California,2013,Pinot Noir,92
California,2013,Chardonnay,92
California,2012,Grenache-Syrah,92
Oregon,2009,Pinot Noir,92
Tuscany,2011,Sangiovese,92
California,2008,Syrah,92
California,2011,Grenache,92
Washington,2013,Grüner Veltliner,88
Washington,2013,Rosé,88
Washington,2013,Sauvignon Blanc,88
New York,2012,Cabernet Franc,88
Tuscany,2012,Sangiovese,88
California,2012,Chardonnay,88
Washington,2013,Gewürztraminer,88
Piedmont,2013,Nebbiolo,88
Washington,2012,Cabernet Sauvignon,88
Washington,2012,Chardonnay,88
New York,2013,Gewürztraminer,88
Tuscany,2012,White Blend,88
California,2010,Chardonnay,88
Tuscany,2012,Sangiovese,88
California,2012,Red Blend,88
Washington,2011,Cabernet Sauvignon,88
Washington,2011,Merlot,88
California,2011,Sangiovese,88
California,2012,Pinot Noir,88
California,2012,Chardonnay,88
Tuscany,2013,Sangiovese,88
Tuscany,2012,Sangiovese,88
California,2010,Merlot-Cabernet Sauvignon,88
California,2011,Petite Sirah,88
Washington,2011,Red Blend,88
Tuscany,2008,Red Blend,87
California,2009,Pinot Noir,87
California,2009,Chardonnay,87
California,2009,Pinot Noir,87
California,2009,Pinot Noir,87
California,2010,Rosé,87
Tuscany,2009,Sangiovese,87
Tuscany,2007,Syrah,87
California,2008,Merlot,87
California,2009,Red Blend,87
Tuscany,2008,Vermentino,87
California,2008,Petite Sirah,87
California,2007,Cabernet Franc,87
California,2009,Cabernet Sauvignon,87
California,2009,Cabernet Sauvignon,87
Washington,2012,Cabernet Sauvignon,87
Washington,2012,Bordeaux-style Red Blend,87
Tuscany,2011,Red Blend,87
Tuscany,2010,Red Blend,87
New York,2014,Rosé,87
California,2013,Chardonnay,87
Washington,2012,Red Blend,87
Washington,2014,Viognier,87
California,2012,Zinfandel,87
Washington,2013,Cabernet Sauvignon,87
Washington,2012,Zinfandel,87
New York,2014,Rosé,87
Washington,2012,Cabernet Sauvignon,87
Aquitaine,2014,Rosé,87
California,2012,Zinfandel,87
New York,2013,Pinot Gris,87
California,2013,Cabernet Sauvignon,87
Tuscany,2012,Sangiovese,87
Tuscany,2012,Red Blend,87
Tuscany,2011,Red Blend,87
Washington,2008,Nebbiolo,87
Aquitaine,2014,Bordeaux-style White Blend,87
Tuscany,2011,Sangiovese,87
California,2012,Chardonnay,87
Piedmont,2010,Nebbiolo,90
Oregon,2015,Pinot Gris,90
Piedmont,2010,Nebbiolo,90
Piedmont,2012,Nebbiolo,90
Piedmont,2013,Nebbiolo,90
Piedmont,2011,Nebbiolo,90
Burgundy,2014,Pinot Noir,90
Piedmont,2013,Nebbiolo,90
California,2015,Sauvignon Blanc,90
Oregon,2015,Muscat,90
Piedmont,2013,Nebbiolo,90
California,2013,Syrah,90
Burgundy,2014,Chardonnay,90
California,2014,Zinfandel,90
Washington,2016,Sangiovese,88
Piedmont,2013,Nebbiolo,88
California,2015,Pinot Noir,88
California,2015,Pinot Noir,88
California,2016,Sauvignon Blanc,88
California,2013,Cabernet Sauvignon,88
Aquitaine,2012,Merlot,88
Washington,2014,Cabernet Sauvignon,88
Washington,2015,Sauvignon Blanc-Semillon,88
Piedmont,2011,Pinot Nero,88
California,2015,Zinfandel,88
Aquitaine,2015,Bordeaux-style Red Blend,88
Aquitaine,2015,Bordeaux-style Red Blend,88
Aquitaine,2012,Bordeaux-style Red Blend,88
Aquitaine,2015,Bordeaux-style Red Blend,88
Aquitaine,2014,Bordeaux-style Red Blend,88
Aquitaine,2015,Bordeaux-style Red Blend,88
Aquitaine,2015,Bordeaux-style Red Blend,88
Aquitaine,2015,Bordeaux-style Red Blend,88
Aquitaine,2016,Bordeaux-style Red Blend,88
Aquitaine,2015,Bordeaux-style Red Blend,88
Washington,2016,Pinot Gris,88
Washington,2015,Chardonnay,88
Washington,2011,Bordeaux-style Red Blend,89
Tuscany,2011,Sangiovese,89
Burgundy,2013,Chardonnay,89
Washington,2013,Cabernet Sauvignon,89
Tuscany,2010,Sangiovese,89
California,2013,Pinot Noir,89
Tuscany,2011,Sangiovese,89
California,2012,Malbec,89
California,2013,Sémillon,89
Tuscany,2012,Red Blend,89
Tuscany,2011,Red Blend,89
California,2012,Tempranillo,89
Tuscany,2012,Sangiovese,89
California,2013,Chardonnay,89
California,2014,Pinot Noir,89
Tuscany,2011,Sangiovese,89
Washington,2011,Bordeaux-style Red Blend,89
California,2013,Merlot,89
California,2013,Meritage,89
Tuscany,2011,Red Blend,89
California,2013,Cabernet Sauvignon,89
Sicilia,2011,Pinot Nero,88
Sicilia,2013,Chardonnay,88
California,2012,Cabernet Sauvignon,88
California,2011,Bordeaux-style Red Blend,88
Oregon,2013,Gewürztraminer,88
Sicilia,2012,White Blend,88
Sicilia,2013,Nero d'Avola,88
California,2012,Grenache,88
Oregon,2012,Pinot Noir,88
Sicilia,2011,Red Blend,88
California,2012,Zinfandel,88
California,2010,Red Blend,88
Sicilia,2011,Nero d'Avola,88
Sicilia,2013,Grillo,88
Sicilia,2013,Insolia,88
Alsace,2012,Pinot Gris,88
California,2012,Sauvignon Blanc,88
Oregon,2013,Pinot Gris,88
Sicilia,2013,Frappato,88
Alsace,2013,Gewürztraminer,88
California,2012,Pinot Noir,90
California,2012,Pinot Noir,90
California,2012,Pinot Noir,90
Oregon,2012,Pinot Noir,90
Burgundy,2012,Pinot Noir,90
Burgundy,2012,Chardonnay,90
Oregon,2012,Pinot Noir,90
California,2012,Pinot Noir,90
Oregon,2012,Pinot Noir,90
Oregon,2012,Pinot Noir,90
Oregon,2012,Pinot Noir,90
Washington,2010,Meritage,91
California,2008,Pinot Noir,91
California,2010,Cabernet Sauvignon,91
California,2011,Syrah,91
California,2011,Zinfandel,91
Washington,2010,Syrah,91
California,2011,Pinot Noir,91
California,2008,Cabernet Sauvignon,91
California,2011,Pinot Noir,91
California,2010,Bordeaux-style Red Blend,91
California,2008,Sparkling Blend,91
Washington,2010,Bordeaux-style Red Blend,91
Washington,2011,Bordeaux-style Red Blend,91
Washington,2009,Red Blend,91
California,2011,Bordeaux-style Red Blend,91
Washington,2012,Chardonnay,91
Washington,2010,Malbec,91
Washington,2014,Petit Verdot,91
Oregon,2014,Pinot Noir,91
Washington,2013,Bordeaux-style Red Blend,91
California,2013,Merlot,91
Washington,2014,Rhône-style Red Blend,91
California,2013,Red Blend,91
Piedmont,2014,Riesling,91
California,2013,Dolcetto,90
California,2013,Cabernet Sauvignon,90
California,2014,Chardonnay,90
California,2013,Syrah,90
California,2013,Petite Sirah,90
Piedmont,2013,Nebbiolo,90
California,2015,Sauvignon Blanc,90
Oregon,2013,Pinot Noir,92
Burgundy,2013,Chardonnay,92
California,2013,Zinfandel,92
California,2012,Red Blend,92
Burgundy,2012,Chardonnay,92
Oregon,2014,Chardonnay,92
California,2013,Pinot Noir,92
Piedmont,2012,Nebbiolo,92
California,2013,Pinot Noir,92
California,2013,Chardonnay,92
Oregon,2014,Riesling,92
Oregon,2013,Pinot Noir,92
Sicilia,2013,Carignano,92
California,2012,Bordeaux-style Red Blend,92
California,2011,Cabernet Sauvignon,92
California,2013,Chardonnay,92
California,2013,Chardonnay,92
Oregon,2011,Syrah,92
Burgundy,2013,Chardonnay,94
Oregon,2013,Pinot Noir,94
Piedmont,2012,Nebbiolo,94
California,2013,Pinot Noir,94
Piedmont,2012,Nebbiolo,94
Burgundy,2013,Chardonnay,94
Sicilia,2010,White Blend,94
Burgundy,2013,Chardonnay,94
Burgundy,2013,Chardonnay,94
California,2012,Shiraz,94
Burgundy,2013,Chardonnay,94
Burgundy,2010,Chardonnay,94
Burgundy,2013,Chardonnay,94
Burgundy,2012,Chardonnay,94
Burgundy,2013,Chardonnay,94
Burgundy,2013,Chardonnay,94
Piedmont,2011,Nebbiolo,94
Burgundy,2013,Chardonnay,94
Sicilia,2011,Red Blend,94
Piedmont,2010,Nebbiolo,94
Piedmont,2011,Nebbiolo,94
Washington,2011,Merlot,89
Washington,2011,Cabernet Sauvignon,89
Piedmont,2012,Nebbiolo,89
Washington,2011,Merlot,89
Washington,2011,Primitivo,89
