points,price,province,variety,winery,Precipitation,Temperature
90,58.0,Tuscany,Sangiovese Grosso,Camigliano,842.22,13.16
90,53.0,Tuscany,Sangiovese Grosso,Ciacci Piccolomini d'Aragona,842.22,13.16
90,65.0,Tuscany,Sangiovese Grosso,Tenuta La Fuga,842.22,13.16
90,70.0,Tuscany,Sangiovese Grosso,Tiezzi,842.22,13.16
89,55.0,Tuscany,Sangiovese Grosso,Sesti,842.22,13.16
89,47.0,Tuscany,Sangiovese Grosso,Podere Paganico,842.22,13.16
86,14.0,Tuscany,Red Blend,Antonino Tringali-Casanuova,842.22,13.16
88,28.0,Tuscany,Red Blend,Fattoria Fibbiano,842.22,13.16
91,50.0,Tuscany,Sangiovese,Dievole,842.22,13.16
89,45.0,Tuscany,Sangiovese Grosso,Piccini,842.22,13.16
85,13.0,Tuscany,Red Blend,Poggio al Casone,842.22,13.16
92,70.0,Tuscany,Sangiovese Grosso,Pietranera,842.22,13.16
85,6.0,Tuscany,Sangiovese,Piccini,842.22,13.16
84,11.0,Tuscany,Sangiovese,Castellani,842.22,13.16
87,15.0,Tuscany,Sangiovese,Mazzei,842.22,13.16
91,70.0,Tuscany,Sangiovese,Carpineto,842.22,13.16
91,70.0,Tuscany,Red Blend,Carpineto,842.22,13.16
87,20.0,Tuscany,Red Blend,Kirkland Signature,842.22,13.16
87,16.0,Tuscany,Red Blend,Erik Banti,842.22,13.16
88,20.0,Tuscany,Sangiovese,Tolaini,842.22,13.16
90,32.0,Tuscany,Red Blend,Collemassari,842.22,13.16
90,40.0,Tuscany,Red Blend,Tolaini,842.22,13.16
90,45.0,Tuscany,Red Blend,Guicciardini Strozzi,842.22,13.16
90,75.0,Tuscany,Cabernet Franc,Villa Vignamaggio,842.22,13.16
90,43.0,Tuscany,Merlot,Villa Calcinaia,842.22,13.16
86,17.0,Tuscany,Red Blend,Collemassari,842.22,13.16
86,39.0,Tuscany,Red Blend,MÃ¡tÃ©,842.22,13.16
93,50.0,Tuscany,Cabernet Sauvignon,Castello di Monsanto,842.22,13.16
94,44.0,Tuscany,White Blend,Volpaia,842.22,13.16
86,41.0,Tuscany,Red Blend,Podere Guado al Melo,842.22,13.16
86,24.0,Tuscany,Red Blend,Rocca di Frassinello,842.22,13.16
86,40.0,Tuscany,Red Blend,Le Grascete,842.22,13.16
86,15.0,Tuscany,Merlot,Marchesi Ginori Lisci,842.22,13.16
91,78.0,Tuscany,White Blend,Agricola Querciabella,842.22,13.16
90,49.0,Tuscany,Red Blend,Tassi,842.22,13.16
89,40.0,Tuscany,Red Blend,Cipriana,842.22,13.16
89,35.0,Tuscany,Red Blend,Donatella Cinelli Colombini,842.22,13.16
89,60.0,Tuscany,Red Blend,Castello di Meleto,842.22,13.16
89,69.0,Tuscany,Sangiovese,Castello di Verrazzano,842.22,13.16
89,69.0,Tuscany,Red Blend,Rocca di Frassinello,842.22,13.16
89,70.0,Tuscany,Merlot,Petra,842.22,13.16
89,60.0,Tuscany,Red Blend,Castello della Paneretta,842.22,13.16
89,59.0,Tuscany,Red Blend,Poggio Argentiera,842.22,13.16
87,55.0,Tuscany,Sangiovese Grosso,Agostina Pieri,842.22,13.16
93,81.0,Tuscany,Red Blend,Castello Banfi,842.22,13.16
93,60.0,Tuscany,Merlot,Marchesi de' Frescobaldi,842.22,13.16
92,40.0,Tuscany,Red Blend,Uccelliera,842.22,13.16
92,55.0,Tuscany,Red Blend,Caiarossa,842.22,13.16
92,35.0,Tuscany,Red Blend,Renieri,842.22,13.16
92,49.0,Tuscany,Red Blend,San Fabiano Calcinaia,842.22,13.16
87,20.0,Tuscany,Sangiovese,Castello di Poppiano,842.22,13.16
93,90.0,Tuscany,Sangiovese Grosso,Fattoria dei Barbi,842.22,13.16
93,83.0,Tuscany,Sangiovese Grosso,Tenuta Vitanza,842.22,13.16
93,55.0,Tuscany,Sangiovese Grosso,Caprili,842.22,13.16
91,55.0,Tuscany,Sangiovese Grosso,Castiglion del Bosco,842.22,13.16
91,63.0,Tuscany,Sangiovese Grosso,Tenute Silvio Nardi,842.22,13.16
91,70.0,Tuscany,Sangiovese Grosso,Tiezzi,842.22,13.16
91,42.0,Tuscany,Sangiovese Grosso,La Gerla,842.22,13.16
91,65.0,Tuscany,Sangiovese Grosso,La Togata,842.22,13.16
91,90.0,Tuscany,Sangiovese Grosso,Lisini,842.22,13.16
90,25.0,Tuscany,Red Blend,Luce della Vite,842.22,13.16
90,41.0,Tuscany,Red Blend,Terrabianca,842.22,13.16
90,50.0,Tuscany,Red Blend,Morisfarms,842.22,13.16
90,24.0,Tuscany,Syrah,Castello di Poppiano,842.22,13.16
92,35.0,Tuscany,Red Blend,Castello Banfi,842.22,13.16
92,80.0,Tuscany,Red Blend,Castello del Terriccio,842.22,13.16
92,55.0,Tuscany,Red Blend,Tenuta Sette Ponti,842.22,13.16
92,55.0,Tuscany,Red Blend,Podere Guado al Melo,842.22,13.16
92,70.0,Tuscany,Red Blend,Ruffino,842.22,13.16
92,60.0,Tuscany,Red Blend,Tenuta di Ghizzano,842.22,13.16
92,49.0,Tuscany,Red Blend,Viticcio,842.22,13.16
92,55.0,Tuscany,Petit Verdot,Guicciardini Strozzi,842.22,13.16
92,49.0,Tuscany,Red Blend,Barone Ricasoli,842.22,13.16
91,65.0,Tuscany,Sangiovese,Poliziano,842.22,13.16
91,52.0,Tuscany,White Blend,Felsina,842.22,13.16
87,65.0,Tuscany,Sangiovese Grosso,Ciacci Piccolomini d'Aragona,842.22,13.16
93,64.0,Tuscany,Cabernet Sauvignon,Terrabianca,842.22,13.16
93,40.0,Tuscany,Sangiovese,Fattoria Petrolo,842.22,13.16
93,95.0,Tuscany,Cabernet Sauvignon,Casanova di Neri,842.22,13.16
90,60.0,Tuscany,Red Blend,Poggio Mandorlo,842.22,13.16
88,40.0,Tuscany,Red Blend,Pagani de Marchi,842.22,13.16
92,65.0,Tuscany,Sangiovese,Badia a Coltibuono,842.22,13.16
87,20.0,Tuscany,Sangiovese,Castello di Monastero,842.22,13.16
88,65.0,Tuscany,Sangiovese Grosso,Tenuta San Giorgio,842.22,13.16
88,45.0,Tuscany,Sangiovese Grosso,Ferrero,842.22,13.16
90,75.0,Tuscany,Red Blend,Bindella,842.22,13.16
92,45.0,Tuscany,Merlot,Gualdo del Re,842.22,13.16
92,50.0,Tuscany,Red Blend,Tenuta San Giorgio,842.22,13.16
92,69.0,Tuscany,Red Blend,Castello Banfi,842.22,13.16
92,60.0,Tuscany,Sangiovese,Poggio Scalette,842.22,13.16
91,32.0,Tuscany,Red Blend,Donatella Cinelli Colombini,842.22,13.16
91,36.0,Tuscany,Syrah,Castello Banfi,842.22,13.16
91,52.0,Tuscany,Syrah,Isole e Olena,842.22,13.16
91,80.0,Tuscany,Red Blend,Tenuta Argentiera,842.22,13.16
89,48.0,Tuscany,Sangiovese Grosso,Donatella Cinelli Colombini,842.22,13.16
95,75.0,Tuscany,Cabernet Sauvignon,Col d'Orcia,842.22,13.16
94,70.0,Tuscany,Merlot,San Giusto a Rentennano,842.22,13.16
94,79.0,Tuscany,Cabernet Sauvignon,Tenuta di Nozzole,842.22,13.16
94,100.0,Tuscany,Red Blend,Campo alla Sughera,842.22,13.16
94,85.0,Tuscany,Red Blend,Tenuta Sette Ponti,842.22,13.16
94,99.0,Tuscany,Red Blend,Mazzei,842.22,13.16
94,60.0,Tuscany,Red Blend,Mazzei,842.22,13.16
93,38.0,Tuscany,Syrah,La Braccesca,842.22,13.16
87,55.0,Tuscany,Sangiovese Grosso,Agostina Pieri,842.22,13.16
97,100.0,Tuscany,Merlot,Fattoria Petrolo,842.22,13.16
95,70.0,Tuscany,Sangiovese,San Giusto a Rentennano,842.22,13.16
95,66.0,Tuscany,Red Blend,Podere Sapaio,842.22,13.16
95,79.0,Tuscany,Red Blend,Marchesi Antinori,842.22,13.16
95,50.0,Tuscany,Red Blend,Avignonesi,842.22,13.16
90,25.0,Tuscany,Red Blend,Tenuta di Ceppaiano,842.22,13.16
87,65.0,Tuscany,Sangiovese Grosso,Ciacci Piccolomini d'Aragona,842.22,13.16
88,20.0,Tuscany,Red Blend,Erik Banti,842.22,13.16
88,20.0,Tuscany,Sangiovese,Caiarossa,842.22,13.16
88,46.0,Tuscany,Sangiovese,Castello di Meleto,842.22,13.16
93,96.0,Tuscany,Sangiovese Grosso,Poggio Antico,842.22,13.16
93,41.0,Tuscany,Sangiovese,Castello di Bossi,842.22,13.16
92,75.0,Tuscany,Sangiovese Grosso,Il Poggione,842.22,13.16
92,44.0,Tuscany,Sangiovese Grosso,Mocali,842.22,13.16
92,90.0,Tuscany,Sangiovese Grosso,Fuligni,842.22,13.16
92,55.0,Tuscany,Sangiovese Grosso,Capanna,842.22,13.16
92,75.0,Tuscany,Sangiovese Grosso,Castiglion del Bosco,842.22,13.16
88,50.0,Tuscany,Red Blend,Donatella Cinelli Colombini,842.22,13.16
89,30.0,Tuscany,Sangiovese,VÃ¨scine,842.22,13.16
91,43.0,Tuscany,Merlot,Terrabianca,842.22,13.16
91,35.0,Tuscany,Red Blend,Castello di Gabbiano,842.22,13.16
91,70.0,Tuscany,Cabernet Franc,Duemani,842.22,13.16
91,90.0,Tuscany,Red Blend,Poggio Mandorlo,842.22,13.16
91,40.0,Tuscany,Cabernet Sauvignon,Gualdo del Re,842.22,13.16
91,40.0,Tuscany,Red Blend,Tenuta di Ghizzano,842.22,13.16
91,41.0,Tuscany,Cabernet Sauvignon,Castello Banfi,842.22,13.16
91,60.0,Tuscany,Red Blend,Castello di Bolgheri,842.22,13.16
91,50.0,Tuscany,Red Blend,Giorgio Meletti Cavallari,842.22,13.16
91,26.0,Tuscany,Red Blend,Podere Guado al Melo,842.22,13.16
91,76.0,Tuscany,Red Blend,Poggio Antico,842.22,13.16
91,40.0,Tuscany,Syrah,Renieri,842.22,13.16
91,45.0,Tuscany,Cabernet Sauvignon,MÃ¡tÃ©,842.22,13.16
93,60.0,Tuscany,Red Blend,Castello d'Albola,842.22,13.16
91,45.0,Tuscany,Sangiovese,Castello di Querceto,842.22,13.16
91,34.0,Tuscany,Red Blend,Bruni,842.22,13.16
89,19.0,Tuscany,Sangiovese,I Veroni,842.22,13.16
92,85.0,Tuscany,Sangiovese Grosso,La Gerla,842.22,13.16
88,30.0,Tuscany,Red Blend,Machiavelli,842.22,13.16
88,38.0,Tuscany,Red Blend,Grattamacco,842.22,13.16
88,20.0,Tuscany,Red Blend,Erik Banti,842.22,13.16
88,25.0,Tuscany,Red Blend,Erik Banti,842.22,13.16
88,21.0,Tuscany,Red Blend,Mazzei,842.22,13.16
88,37.0,Tuscany,Red Blend,La Fortuna,842.22,13.16
88,42.0,Tuscany,Merlot,MÃ¡tÃ©,842.22,13.16
91,95.0,Tuscany,Red Blend,Castello di Bossi,842.22,13.16
92,50.0,Tuscany,Red Blend,Capezzana,842.22,13.16
89,26.0,Tuscany,Sangiovese,Rocca delle MacÃ¬e,842.22,13.16
92,27.0,Tuscany,Sangiovese,Carpineto,842.22,13.16
89,36.0,Tuscany,Merlot,Castello Banfi,842.22,13.16
89,50.0,Tuscany,Merlot,Ceralti,842.22,13.16
89,35.0,Tuscany,Merlot,Tenuta San Vito,842.22,13.16
89,44.0,Tuscany,Sangiovese,Terrabianca,842.22,13.16
89,85.0,Tuscany,Sangiovese Grosso,Collemattoni,842.22,13.16
87,18.0,Tuscany,Red Blend,Triacca,842.22,13.16
91,52.0,Tuscany,White Blend,Felsina,842.22,13.16
86,16.0,Tuscany,Sangiovese,Castello di Monastero,842.22,13.16
92,74.0,Tuscany,Sangiovese Grosso,Terralsole,842.22,13.16
91,60.0,Tuscany,Sangiovese Grosso,Piccini,842.22,13.16
91,40.0,Tuscany,Sangiovese Grosso,Verbena,842.22,13.16
91,90.0,Tuscany,Sangiovese Grosso,Lisini,842.22,13.16
91,49.0,Tuscany,Sangiovese Grosso,PianCornello,842.22,13.16
91,60.0,Tuscany,Sangiovese Grosso,Tenuta Crocedimezzo,842.22,13.16
92,70.0,Tuscany,Sangiovese Grosso,Ferrero,842.22,13.16
92,74.0,Tuscany,Sangiovese Grosso,Terralsole,842.22,13.16
84,28.0,Sicilia,Chardonnay,Masseria del Feudo Grottarossa,764.69,17.38
92,65.0,Sicilia,Cabernet Sauvignon,Tasca d'Almerita,764.69,17.38
92,65.0,Sicilia,Red Blend,Palari,764.69,17.38
92,42.0,Sicilia,Nero d'Avola,Morgante,764.69,17.38
85,20.0,Sicilia,Red Blend,Duca di Salaparuta,764.69,17.38
90,39.0,Sicilia,Red Blend,Ceuso,764.69,17.38
86,11.0,Sicilia,Syrah,Tasca d'Almerita,764.69,17.38
87,16.0,Sicilia,Nero d'Avola,Feudo Disisa,764.69,17.38
87,20.0,Sicilia,White Blend,Argiolas,764.69,17.38
87,17.0,Sicilia,Red Blend,Baglio di Pianetto,764.69,17.38
86,13.0,Sicilia,RosÃ©,Cantina Santadi,764.69,17.38
83,10.0,Sicilia,Nero d'Avola,Calatrasi,764.69,17.38
89,45.0,Sicilia,Red Blend,Donnafugata,764.69,17.38
86,10.0,Sicilia,Nero d'Avola,Cusumano,764.69,17.38
86,15.0,Sicilia,White Blend,Maurigi,764.69,17.38
86,8.0,Sicilia,Red Blend,Calatrasi,764.69,17.38
87,19.0,Sicilia,Red Blend,MandraRossa,764.69,17.38
87,18.0,Sicilia,Red Blend,Scilio,764.69,17.38
87,13.0,Sicilia,Nero d'Avola,Tasca d'Almerita,764.69,17.38
87,23.0,Sicilia,Syrah,Masseria del Feudo Grottarossa,764.69,17.38
87,19.0,Sicilia,Red Blend,Nicosia,764.69,17.38
87,19.0,Sicilia,Red Blend,Nicosia,764.69,17.38
87,15.0,Sicilia,Red Blend,Planeta,764.69,17.38
87,15.0,Sicilia,Red Blend,Donnafugata,764.69,17.38
87,18.0,Sicilia,Nero d'Avola,Duca di Salaparuta,764.69,17.38
87,21.0,Sicilia,Nero d'Avola,Feudi del Pisciotto,764.69,17.38
88,17.0,Sicilia,Nero d'Avola,Cambria,764.69,17.38
86,11.0,Sicilia,Syrah,Tasca d'Almerita,764.69,17.38
86,17.0,Sicilia,White Blend,Baglio del Cristo di Campobello,764.69,17.38
86,14.0,Sicilia,Nero d'Avola,Caruso & Minini,764.69,17.38
84,17.0,Sicilia,Nero d'Avola,Feudo Maccari,764.69,17.38
90,23.0,Sicilia,Red Blend,Valle dell'Acate,764.69,17.38
88,36.0,Sicilia,Moscato,Colosi,764.69,17.38
90,35.0,Sicilia,Red Blend,Agricola Punica,764.69,17.38
91,38.0,Sicilia,Syrah,Baglio del Cristo di Campobello,764.69,17.38
87,21.0,Sicilia,Syrah,Cambria,764.69,17.38
90,27.0,Sicilia,Red Blend,Cambria,764.69,17.38
90,26.0,Sicilia,Moscato,Benanti,764.69,17.38
87,52.0,Sicilia,Red Blend,Palari,764.69,17.38
88,21.0,Sicilia,Nero d'Avola,Tenuta RapitalÃ ,764.69,17.38
89,30.0,Sicilia,Nero d'Avola,COS,764.69,17.38
89,30.0,Sicilia,Red Blend,Ceuso,764.69,17.38
89,32.0,Sicilia,Red Blend,Firriato,764.69,17.38
88,18.0,Sicilia,Nero d'Avola,Casa di Grazia,764.69,17.38
87,20.0,Sicilia,Vermentino,Argiolas,764.69,17.38
87,14.0,Sicilia,Vermentino,Cantina Santadi,764.69,17.38
87,16.0,Sicilia,Nero d'Avola,Colosi,764.69,17.38
87,14.0,Sicilia,Syrah,Valle dell'Acate,764.69,17.38
87,21.0,Sicilia,Red Blend,Feudi del Pisciotto,764.69,17.38
90,40.0,Sicilia,Nero d'Avola,Marabino,764.69,17.38
91,48.0,Sicilia,Syrah,Cottanera,764.69,17.38
87,21.0,Sicilia,Cabernet Sauvignon,Feudi del Pisciotto,764.69,17.38
87,19.0,Sicilia,Nero d'Avola,Principi di Spadafora,764.69,17.38
87,24.0,Sicilia,Vermentino,Feudi della Medusa,764.69,17.38
91,65.0,Sicilia,Red Blend,Mesa,764.69,17.38
88,36.0,Sicilia,Moscato,Colosi,764.69,17.38
92,42.0,Sicilia,Nero d'Avola,Morgante,764.69,17.38
87,21.0,Sicilia,Nero d'Avola,Fazio,764.69,17.38
84,10.0,Sicilia,White Blend,Fondo Antico,764.69,17.38
84,28.0,Sicilia,Chardonnay,Masseria del Feudo Grottarossa,764.69,17.38
87,24.0,Sicilia,Vermentino,Feudi della Medusa,764.69,17.38
91,40.0,Sicilia,Nero d'Avola,Firriato,764.69,17.38
91,43.0,Sicilia,Chardonnay,Planeta,764.69,17.38
90,43.0,Sicilia,Red Blend,Planeta,764.69,17.38
90,16.0,Sicilia,Syrah,Tenuta RapitalÃ ,764.69,17.38
90,30.0,Sicilia,Syrah,Tasca d'Almerita,764.69,17.38
90,60.0,Sicilia,Chardonnay,Tasca d'Almerita,764.69,17.38
90,24.0,Sicilia,Red Blend,Firriato,764.69,17.38
87,14.0,Sicilia,Vermentino,Cantina Santadi,764.69,17.38
86,13.0,Sicilia,RosÃ©,Cantina Santadi,764.69,17.38
86,14.0,Sicilia,Nero d'Avola,Valle dell'Acate,764.69,17.38
86,10.0,Sicilia,Syrah,Cusumano,764.69,17.38
86,11.0,Sicilia,Nero d'Avola,Tasca d'Almerita,764.69,17.38
88,17.0,Sicilia,Red Blend,Principi di Spadafora,764.69,17.38
90,50.0,Sicilia,Red Blend,Tenuta di Fessina,764.69,17.38
89,18.0,Sicilia,Red Blend,Benanti,764.69,17.38
89,44.0,Sicilia,Chardonnay,Feudi della Medusa,764.69,17.38
86,10.0,Sicilia,Nero d'Avola,Cusumano,764.69,17.38
86,15.0,Sicilia,White Blend,Maurigi,764.69,17.38
86,14.0,Sicilia,Nero d'Avola,Corvo,764.69,17.38
90,30.0,Sicilia,Syrah,Tasca d'Almerita,764.69,17.38
90,60.0,Sicilia,Chardonnay,Tasca d'Almerita,764.69,17.38
90,24.0,Sicilia,Red Blend,Firriato,764.69,17.38
90,40.0,Sicilia,Nero d'Avola,Baglio del Cristo di Campobello,764.69,17.38
90,26.0,Sicilia,Moscato,Benanti,764.69,17.38
85,12.0,Sicilia,White Blend,Colosi,764.69,17.38
84,17.0,Sicilia,Nero d'Avola,Feudo Maccari,764.69,17.38
87,30.0,Sicilia,Nero d'Avola,FiÃ Nobile,764.69,17.38
85,10.0,Sicilia,Nero d'Avola,Corvo,764.69,17.38
93,85.0,Tuscany,Sangiovese,Villa Poggio Salvi,615.22,14.04
85,32.0,Tuscany,Red Blend,Vignavecchia,615.22,14.04
86,20.0,Tuscany,Red Blend,Astorre Noti,615.22,14.04
88,45.0,Tuscany,Sangiovese,Baccinetti,615.22,14.04
88,45.0,Tuscany,Merlot,Sangervasio,615.22,14.04
88,40.0,Tuscany,Red Blend,Tolaini,615.22,14.04
86,45.0,Tuscany,Red Blend,Cennatoio,615.22,14.04
85,10.0,Tuscany,Red Blend,Straccali,615.22,14.04
90,50.0,Tuscany,Red Blend,Mazzei,615.22,14.04
87,60.0,Tuscany,Sangiovese,Verbena,615.22,14.04
87,20.0,Tuscany,Red Blend,Piccini,615.22,14.04
91,50.0,Tuscany,Sangiovese,Castelli Martinozzi,615.22,14.04
89,38.0,Tuscany,Sangiovese,Castello di Gabbiano,615.22,14.04
89,60.0,Tuscany,Red Blend,Bindi Sergardi,615.22,14.04
89,20.0,Tuscany,Sangiovese,Castello di Gabbiano,615.22,14.04
84,16.0,Tuscany,Red Blend,Natale Verga,615.22,14.04
87,35.0,Tuscany,Sangiovese,Bonacchi,615.22,14.04
89,20.0,Tuscany,Sangiovese,Castelli del Grevepesa,615.22,14.04
89,20.0,Tuscany,Red Blend,PoderNuovo a Palazzone,615.22,14.04
89,22.0,Tuscany,Red Blend,Leopoldo I di Toscana,615.22,14.04
89,43.0,Tuscany,Sangiovese,Marchesi de' Frescobaldi,615.22,14.04
89,45.0,Tuscany,Cabernet Sauvignon,Terre del Marchesato,615.22,14.04
89,65.0,Tuscany,Sangiovese,I Sodi,615.22,14.04
93,39.0,Tuscany,Red Blend,Badia a Coltibuono,615.22,14.04
90,90.0,Tuscany,Red Blend,Cecchi,615.22,14.04
89,48.0,Tuscany,Red Blend,La Castellina,615.22,14.04
91,59.0,Tuscany,Red Blend,Gagliole,615.22,14.04
87,32.0,Tuscany,Vermentino,Casa di Terra,615.22,14.04
87,16.0,Tuscany,Red Blend,Ceralti,615.22,14.04
92,45.0,Tuscany,Red Blend,I Sodi,615.22,14.04
92,65.0,Tuscany,Red Blend,Lornano,615.22,14.04
92,25.0,Tuscany,Red Blend,Losi Querciavalle,615.22,14.04
92,78.0,Tuscany,Sangiovese,Il Poggione,615.22,14.04
92,90.0,Tuscany,Sangiovese,Mastrojanni,615.22,14.04
91,60.0,Tuscany,Sangiovese,Campogiovanni,615.22,14.04
91,45.0,Tuscany,Sangiovese,Casa Sola,615.22,14.04
86,22.0,Tuscany,Red Blend,Tenuta Santavenere,615.22,14.04
87,30.0,Tuscany,Sangiovese,Le Ragnaie,615.22,14.04
90,60.0,Tuscany,Sangiovese,Avignonesi,615.22,14.04
90,70.0,Tuscany,Red Blend,Guado al Melo,615.22,14.04
86,24.0,Tuscany,Red Blend,Il Borro,615.22,14.04
91,18.0,Tuscany,Sangiovese,Antico Colle,615.22,14.04
90,55.0,Tuscany,Red Blend,Luiano,615.22,14.04
85,48.0,Tuscany,Sangiovese,Mocali,615.22,14.04
86,17.0,Tuscany,Sangiovese,Fattoria Lavacchio,615.22,14.04
86,15.0,Tuscany,Red Blend,Piccini,615.22,14.04
86,13.0,Tuscany,Sangiovese,Tenuta Pierazzuoli,615.22,14.04
84,19.0,Tuscany,Red Blend,Castello di Monastero,615.22,14.04
90,30.0,Tuscany,Red Blend,Quercia al Poggio,615.22,14.04
90,27.0,Tuscany,Sangiovese,Salcheto,615.22,14.04
89,23.0,Tuscany,Red Blend,Terenzi,615.22,14.04
87,34.0,Tuscany,Sangiovese,Il Marroneto,615.22,14.04
87,15.0,Tuscany,Red Blend,La Calonica,615.22,14.04
87,30.0,Tuscany,Sangiovese,Tenuta Buon Tempo,615.22,14.04
88,26.0,Tuscany,Red Blend,Carpineto,615.22,14.04
88,50.0,Tuscany,Sangiovese,Castelli del Grevepesa,615.22,14.04
88,95.0,Tuscany,Sangiovese,Castiglion del Bosco,615.22,14.04
90,14.0,Tuscany,Sangiovese,Pratesi,615.22,14.04
90,34.0,Tuscany,Syrah,I Giusti e Zanza,615.22,14.04
89,45.0,Tuscany,Sangiovese,Badia di Morrona,615.22,14.04
89,52.0,Tuscany,Sangiovese,Dei,615.22,14.04
89,40.0,Tuscany,Red Blend,Canonica a Cerreto,615.22,14.04
87,29.0,Tuscany,Sangiovese,Ormanni,615.22,14.04
89,50.0,Tuscany,Red Blend,Fattoria Le Pupille,615.22,14.04
89,30.0,Tuscany,Red Blend,Fattoria Le Pupille,615.22,14.04
89,35.0,Tuscany,Red Blend,Casa di Terra,615.22,14.04
91,42.0,Tuscany,Red Blend,Trerose,615.22,14.04
89,100.0,Tuscany,Red Blend,Diadema,615.22,14.04
88,25.0,Tuscany,Red Blend,Setriolo,615.22,14.04
90,25.0,Tuscany,Red Blend,Lamole di Lamole,615.22,14.04
90,48.0,Tuscany,Sangiovese,Molino di Sant'Antimo,615.22,14.04
89,29.0,Tuscany,Red Blend,Il Conventino,615.22,14.04
89,66.0,Tuscany,Sangiovese,Barone Ricasoli,615.22,14.04
91,20.0,Tuscany,Red Blend,Bibbiano,615.22,14.04
90,64.0,Tuscany,Sangiovese,Romeo,615.22,14.04
93,35.0,Tuscany,Red Blend,Nittardi,615.22,14.04
90,70.0,Tuscany,Sangiovese,Marchesato degli Aleramici,615.22,14.04
92,28.0,Tuscany,Sangiovese,Casa al Vento,615.22,14.04
92,65.0,Tuscany,Sangiovese,Villa I Cipressi,615.22,14.04
91,60.0,Tuscany,Sangiovese,La Palazzetta,615.22,14.04
91,51.0,Tuscany,Sangiovese,Abbadia Ardenga,615.22,14.04
91,58.0,Tuscany,Sangiovese,Casisano Tommasi,615.22,14.04
88,25.0,Tuscany,Red Blend,Fattoria San Felo,615.22,14.04
87,40.0,Tuscany,Sangiovese,Le BÃ¨rne,615.22,14.04
87,16.0,Tuscany,Red Blend,Aia Vecchia,615.22,14.04
87,24.0,Tuscany,Sangiovese,Marchesi de' Frescobaldi,615.22,14.04
87,15.0,Tuscany,Viognier,Rocca di Montemassi,615.22,14.04
87,25.0,Tuscany,Viognier,Tenuta La Badiola,615.22,14.04
87,97.0,Tuscany,Red Blend,Casa di Terra,615.22,14.04
87,64.0,Tuscany,Red Blend,Casa di Terra,615.22,14.04
94,95.0,Tuscany,Sangiovese,La Poderina,615.22,14.04
87,34.0,Tuscany,Sangiovese,Selvapiana,615.22,14.04
87,24.0,Tuscany,Sangiovese,Pieve de' Pitti,615.22,14.04
87,49.0,Tuscany,Sangiovese,Fattoria Montellori,615.22,14.04
89,70.0,Tuscany,Sangiovese,Canalicchio Franco Pacenti,615.22,14.04
89,28.0,Tuscany,Sangiovese,Melini,615.22,14.04
89,60.0,Tuscany,Sangiovese,Fornacina,615.22,14.04
88,15.0,Tuscany,Viognier,Rocca di Montemassi,615.22,14.04
88,22.0,Tuscany,Vermentino,Sada,615.22,14.04
92,22.0,Tuscany,Sangiovese,Cantalici L'Antica Fornace di Ridolfo,615.22,14.04
92,31.0,Tuscany,Red Blend,Marchesi de' Frescobaldi,615.22,14.04
89,25.0,Tuscany,Sangiovese,Bibbiano,615.22,14.04
86,16.0,Tuscany,Red Blend,Antico Colle,615.22,14.04
89,20.0,Tuscany,Red Blend,Tenuta Argentiera,615.22,14.04
86,45.0,Tuscany,Red Blend,Dreolino,615.22,14.04
90,72.0,Tuscany,Red Blend,Banfi,615.22,14.04
90,24.0,Tuscany,Red Blend,Tenuta Sette Cieli,615.22,14.04
90,51.0,Tuscany,Red Blend,Leopoldo I di Toscana,615.22,14.04
90,60.0,Tuscany,Sangiovese,Podere Scopetone,615.22,14.04
90,70.0,Tuscany,Sangiovese,Sesta di Sopra,615.22,14.04
90,32.0,Tuscany,Red Blend,Cecchi,615.22,14.04
90,66.0,Tuscany,Sangiovese,Argiano,615.22,14.04
85,60.0,Tuscany,Red Blend,Guado al Melo,615.22,14.04
87,80.0,Tuscany,Sangiovese,Citille di Sopra,615.22,14.04
87,100.0,Tuscany,Sangiovese,Camigliano,615.22,14.04
87,37.0,Tuscany,Sangiovese,Fattoria di Petroio,615.22,14.04
90,64.0,Tuscany,Sangiovese,Romeo,615.22,14.04
89,50.0,Tuscany,Red Blend,Casale Daviddi,615.22,14.04
89,21.0,Tuscany,Red Blend,Pieve de' Pitti,615.22,14.04
91,55.0,Tuscany,Red Blend,Castello di Monsanto,615.22,14.04
88,13.0,Tuscany,Sangiovese,Melini,615.22,14.04
88,40.0,Tuscany,Red Blend,Collemassari,615.22,14.04
88,15.0,Tuscany,Merlot,Carpineto,615.22,14.04
88,15.0,Tuscany,Vermentino,Carpineto,615.22,14.04
88,30.0,Tuscany,White Blend,Ceralti,615.22,14.04
89,40.0,Tuscany,Red Blend,Campo alla Sughera,615.22,14.04
91,55.0,Tuscany,Sangiovese,Fattoria dei Barbi,615.22,14.04
92,29.0,Tuscany,Sangiovese,Avignonesi,615.22,14.04
92,20.0,Tuscany,Red Blend,Tenuta Monteti,615.22,14.04
92,80.0,Tuscany,Red Blend,Marchesi de' Frescobaldi,615.22,14.04
91,30.0,Tuscany,Red Blend,Le Macchiole,615.22,14.04
90,35.0,Tuscany,Red Blend,Tenuta San Guido,615.22,14.04
91,28.0,Tuscany,Red Blend,Terrabianca,615.22,14.04
91,40.0,Tuscany,Sangiovese,Tolaini,615.22,14.04
91,28.0,Tuscany,Red Blend,Terrabianca,615.22,14.04
