Prov_Weather,Year_Weather,Precipitation,Temperature,Timeseries
Piemonte,2040,964.25,11.14,Projected
Piemonte,2041,947.16,11.28,Projected
Piemonte,2042,954.33,11.2,Projected
Piemonte,2043,958.2,11.72,Projected
Piemonte,2044,944.93,11.21,Projected
Piemonte,2045,950.19,11.35,Projected
Piemonte,2046,962.13,11.48,Projected
Piemonte,2047,913.74,11.89,Projected
Piemonte,2048,961.15,11.58,Projected
Piemonte,2049,1008.55,11.29,Projected
Piemonte,2050,938.13,11.57,Projected
Piemonte,2051,954.84,11.65,Projected
Piemonte,2052,1013.96,11.76,Projected
Piemonte,2053,943.19,11.72,Projected
Piemonte,2054,994.45,11.7,Projected
Piemonte,2055,995.48,11.89,Projected
Piemonte,2056,996.25,11.87,Projected
Piemonte,2057,1011.91,11.97,Projected
Piemonte,2058,888.99,12.0,Projected
Piemonte,2059,996.23,11.9,Projected
Piemonte,2060,971.68,11.89,Projected
Piemonte,2061,974.93,11.89,Projected
Piemonte,2062,986.26,11.89,Projected
Piemonte,2063,1001.49,11.58,Projected
Piemonte,2064,953.34,11.94,Projected
Piemonte,2065,965.16,12.1,Projected
Piemonte,2066,962.56,12.23,Projected
Piemonte,2067,951.86,12.17,Projected
Piemonte,2068,990.71,12.33,Projected
Piemonte,2069,956.7,12.45,Projected
Piemonte,2070,983.33,12.2,Projected
Piemonte,2071,1012.65,12.18,Projected
Piemonte,2072,1011.31,11.89,Projected
Piemonte,2073,1052.5,11.93,Projected
Piemonte,2074,877.77,12.27,Projected
Piemonte,2075,1034.2,12.59,Projected
Piemonte,2076,961.88,12.56,Projected
Piemonte,2077,961.35,12.44,Projected
Piemonte,2078,851.49,12.43,Projected
Piemonte,2079,891.57,12.89,Projected
Piemonte,2080,958.23,12.84,Projected
Piemonte,2081,897.38,12.79,Projected
Piemonte,2082,874.49,12.84,Projected
Piemonte,2083,933.19,12.71,Projected
Piemonte,2084,971.65,12.8,Projected
Piemonte,2085,1005.63,12.87,Projected
Piemonte,2086,906.12,12.93,Projected
Piemonte,2087,942.24,13.31,Projected
Piemonte,2088,949.03,12.99,Projected
Piemonte,2089,991.58,13.26,Projected
Piemonte,2090,872.48,13.24,Projected
Piemonte,2091,872.89,13.17,Projected
Piemonte,2092,969.18,12.95,Projected
Piemonte,2093,926.2,12.97,Projected
Piemonte,2094,982.99,13.42,Projected
Piemonte,2095,894.53,13.13,Projected
Piemonte,2096,1015.6,13.12,Projected
Piemonte,2097,867.04,13.2,Projected
Piemonte,2098,990.04,13.11,Projected
Piemonte,2099,938.77,13.26,Projected
Piemonte,2100,990.82,13.12,Projected
Sicilia,2006,388.28,18.76,Projected
Sicilia,2007,392.77,18.72,Projected
Sicilia,2008,329.45,18.58,Projected
Sicilia,2009,385.15,18.75,Projected
Sicilia,2010,356.4,18.66,Projected
Sicilia,2011,394.4,18.77,Projected
Sicilia,2012,402.24,18.62,Projected
Sicilia,2013,368.81,18.53,Projected
Sicilia,2014,350.44,18.74,Projected
Sicilia,2015,357.95,18.78,Projected
Sicilia,2016,331.81,18.95,Projected
Sicilia,2017,382.36,18.9,Projected
Sicilia,2018,366.66,18.75,Projected
Sicilia,2019,350.02,19.03,Projected
Sicilia,2020,374.69,18.76,Projected
Sicilia,2021,356.07,19.02,Projected
Sicilia,2022,386.99,19.04,Projected
Sicilia,2023,449.42,19.08,Projected
Sicilia,2024,390.93,18.95,Projected
Sicilia,2025,332.44,18.81,Projected
Sicilia,2026,344.41,19.16,Projected
Sicilia,2027,336.44,18.89,Projected
Sicilia,2028,337.91,19.04,Projected
Sicilia,2029,321.24,19.09,Projected
Sicilia,2030,376.11,18.91,Projected
Sicilia,2031,351.97,19.11,Projected
Sicilia,2032,411.81,18.77,Projected
Sicilia,2033,317.39,19.15,Projected
Sicilia,2034,401.72,19.15,Projected
Sicilia,2035,299.32,19.35,Projected
Sicilia,2036,341.11,19.15,Projected
Sicilia,2037,345.94,19.1,Projected
Sicilia,2038,407.79,19.36,Projected
Sicilia,2039,373.43,19.41,Projected
Sicilia,2040,340.95,19.27,Projected
Sicilia,2041,339.58,19.32,Projected
Sicilia,2042,334.14,19.35,Projected
Sicilia,2043,399.74,19.48,Projected
Sicilia,2044,360.92,19.5,Projected
Sicilia,2045,410.83,19.55,Projected
Sicilia,2046,299.28,19.44,Projected
Sicilia,2047,418.36,19.62,Projected
Sicilia,2048,381.48,19.61,Projected
Sicilia,2049,366.6,19.52,Projected
Sicilia,2050,356.13,19.47,Projected
Sicilia,2051,315.42,19.59,Projected
Sicilia,2052,366.67,19.85,Projected
Sicilia,2053,333.3,19.62,Projected
Sicilia,2054,384.37,20.04,Projected
Sicilia,2055,355.33,19.82,Projected
Sicilia,2056,333.29,19.9,Projected
Sicilia,2057,385.43,19.91,Projected
Sicilia,2058,295.35,19.85,Projected
Sicilia,2059,329.15,19.76,Projected
Sicilia,2060,357.22,19.91,Projected
Sicilia,2061,373.94,19.92,Projected
Sicilia,2062,338.13,19.94,Projected
Sicilia,2063,302.56,19.72,Projected
Sicilia,2064,342.12,19.99,Projected
Sicilia,2065,345.14,20.06,Projected
Sicilia,2066,416.1,19.91,Projected
Sicilia,2067,387.81,20.05,Projected
Sicilia,2068,386.2,20.24,Projected
Sicilia,2069,392.03,20.2,Projected
Sicilia,2070,326.31,20.26,Projected
Sicilia,2071,366.44,20.08,Projected
Sicilia,2072,385.72,20.02,Projected
Sicilia,2073,368.13,19.93,Projected
Sicilia,2074,347.98,20.21,Projected
Sicilia,2075,305.22,20.54,Projected
Sicilia,2076,336.75,20.55,Projected
Sicilia,2077,313.03,20.51,Projected
Sicilia,2078,310.22,20.47,Projected
Sicilia,2079,304.83,20.62,Projected
Sicilia,2080,307.17,20.36,Projected
Sicilia,2081,338.57,20.52,Projected
Sicilia,2082,310.81,20.64,Projected
Sicilia,2083,313.19,20.66,Projected
Sicilia,2084,328.92,20.58,Projected
Sicilia,2085,341.89,20.59,Projected
Sicilia,2086,282.87,20.71,Projected
Sicilia,2087,320.1,20.92,Projected
Sicilia,2088,310.98,20.71,Projected
Sicilia,2089,391.62,20.85,Projected
Sicilia,2090,339.95,20.97,Projected
Sicilia,2091,305.63,20.73,Projected
Sicilia,2092,331.23,20.78,Projected
Sicilia,2093,352.53,20.89,Projected
Sicilia,2094,331.65,21.17,Projected
Sicilia,2095,288.83,20.83,Projected
Sicilia,2096,340.31,20.67,Projected
Sicilia,2097,353.3,20.85,Projected
Sicilia,2098,352.78,20.76,Projected
Sicilia,2099,350.83,21.03,Projected
Sicilia,2100,339.73,20.97,Projected
Tuscany,2006,715.25,15.45,Projected
Tuscany,2007,737.18,15.55,Projected
Tuscany,2008,708.52,15.4,Projected
Tuscany,2009,794.82,15.68,Projected
Tuscany,2010,785.16,15.46,Projected
Tuscany,2011,731.08,15.58,Projected
Tuscany,2012,715.43,15.37,Projected
Tuscany,2013,718.36,15.23,Projected
Tuscany,2014,708.34,15.52,Projected
Tuscany,2015,705.63,15.73,Projected
Tuscany,2016,743.75,15.79,Projected
Tuscany,2017,768.69,15.6,Projected
Tuscany,2018,730.54,15.63,Projected
Tuscany,2019,784.56,15.74,Projected
Tuscany,2020,754.04,15.53,Projected
Tuscany,2021,755.32,15.86,Projected
Tuscany,2022,672.71,15.91,Projected
Tuscany,2023,741.34,15.84,Projected
Tuscany,2024,722.6,15.68,Projected
Tuscany,2025,661.52,15.82,Projected
Tuscany,2026,693.7,16.02,Projected
Tuscany,2027,694.0,15.7,Projected
Tuscany,2028,731.92,15.61,Projected
Tuscany,2029,639.71,15.82,Projected
Tuscany,2030,700.67,15.83,Projected
Tuscany,2031,666.91,15.99,Projected
Tuscany,2032,741.9,15.61,Projected
Tuscany,2033,611.43,16.08,Projected
Tuscany,2034,743.38,15.97,Projected
Tuscany,2035,657.65,16.1,Projected
Tuscany,2036,760.96,15.96,Projected
Tuscany,2037,705.72,16.1,Projected
Tuscany,2038,662.89,16.14,Projected
Tuscany,2039,725.4,16.37,Projected
Tuscany,2040,725.72,16.1,Projected
Tuscany,2041,726.75,16.27,Projected
Tuscany,2042,707.14,16.27,Projected
Tuscany,2043,710.48,16.64,Projected
Tuscany,2044,655.84,16.15,Projected
Tuscany,2045,750.46,16.38,Projected
Tuscany,2046,667.74,16.39,Projected
Tuscany,2047,765.16,16.79,Projected
Tuscany,2048,733.44,16.7,Projected
Tuscany,2049,698.03,16.32,Projected
Tuscany,2050,664.51,16.21,Projected
Tuscany,2051,666.35,16.51,Projected
Tuscany,2052,774.58,16.7,Projected
Tuscany,2053,694.48,16.59,Projected
Tuscany,2054,707.99,16.64,Projected
Tuscany,2055,718.89,16.8,Projected
Tuscany,2056,706.22,16.85,Projected
Tuscany,2057,698.88,16.97,Projected
Tuscany,2058,633.96,16.89,Projected
Tuscany,2059,671.78,16.72,Projected
Tuscany,2060,738.44,16.83,Projected
Tuscany,2061,686.83,16.87,Projected
Tuscany,2062,746.4,16.75,Projected
Tuscany,2063,761.92,16.58,Projected
Tuscany,2064,709.89,16.95,Projected
Tuscany,2065,754.39,16.86,Projected
Tuscany,2066,728.84,17.03,Projected
Tuscany,2067,736.41,16.98,Projected
Tuscany,2068,677.95,17.29,Projected
Tuscany,2069,669.22,17.34,Projected
Tuscany,2070,712.26,17.13,Projected
Tuscany,2071,695.81,17.04,Projected
Tuscany,2072,734.15,16.82,Projected
Tuscany,2073,761.99,16.77,Projected
Tuscany,2074,645.66,17.11,Projected
Tuscany,2075,705.48,17.38,Projected
Tuscany,2076,703.64,17.42,Projected
Tuscany,2077,691.71,17.44,Projected
Tuscany,2078,627.8,17.24,Projected
Tuscany,2079,640.6,17.74,Projected
Tuscany,2080,651.55,17.38,Projected
Tuscany,2081,646.58,17.8,Projected
Tuscany,2082,610.31,17.74,Projected
Tuscany,2083,658.59,17.54,Projected
Tuscany,2084,723.56,17.62,Projected
Tuscany,2085,676.26,17.77,Projected
Tuscany,2086,687.34,17.77,Projected
Tuscany,2087,666.84,17.98,Projected
Tuscany,2088,702.93,17.81,Projected
Tuscany,2089,705.19,17.89,Projected
Tuscany,2090,687.08,18.07,Projected
Tuscany,2091,618.95,17.99,Projected
Tuscany,2092,762.54,17.85,Projected
Tuscany,2093,658.28,17.81,Projected
Tuscany,2094,702.69,18.24,Projected
Tuscany,2095,605.26,17.94,Projected
Tuscany,2096,756.89,17.85,Projected
Tuscany,2097,676.03,18.03,Projected
Tuscany,2098,708.61,17.93,Projected
Tuscany,2099,657.83,18.18,Projected
Tuscany,2100,716.24,17.91,Projected
Veneto,2006,857.27,13.82,Projected
Veneto,2007,865.24,14.14,Projected
Veneto,2008,868.73,13.92,Projected
Veneto,2009,902.72,14.3,Projected
Veneto,2010,931.79,14.16,Projected
Veneto,2011,895.67,14.09,Projected
Veneto,2012,880.47,13.84,Projected
Veneto,2013,850.23,13.49,Projected
Veneto,2014,843.91,13.95,Projected
Veneto,2015,816.66,14.32,Projected
Veneto,2016,917.74,14.27,Projected
Veneto,2017,945.64,14.12,Projected
Veneto,2018,929.95,13.92,Projected
Veneto,2019,1038.29,14.27,Projected
Veneto,2020,986.46,14.13,Projected
Veneto,2021,928.52,14.19,Projected
Veneto,2022,887.27,14.62,Projected
Veneto,2023,879.11,14.4,Projected
Veneto,2024,818.07,14.23,Projected
Veneto,2025,815.1,14.12,Projected
Veneto,2026,877.3,14.59,Projected
Veneto,2027,848.71,14.13,Projected
Veneto,2028,864.01,14.18,Projected
Veneto,2029,797.02,14.4,Projected
Veneto,2030,889.01,14.41,Projected
Veneto,2031,879.67,14.52,Projected
Veneto,2032,912.95,14.13,Projected
Veneto,2033,824.35,14.71,Projected
Veneto,2034,884.97,14.66,Projected
Veneto,2035,840.88,14.69,Projected
Veneto,2036,918.1,14.57,Projected
Veneto,2037,908.65,14.64,Projected
Veneto,2038,766.76,14.86,Projected
Veneto,2039,921.9,14.85,Projected
Veneto,2040,862.18,14.67,Projected
Veneto,2041,872.83,15.03,Projected
Veneto,2042,916.25,14.9,Projected
Veneto,2043,911.18,15.32,Projected
Veneto,2044,880.81,14.93,Projected
Veneto,2045,939.48,15.01,Projected
Veneto,2046,863.98,14.96,Projected
Veneto,2047,926.09,15.44,Projected
Veneto,2048,847.93,15.41,Projected
Veneto,2049,932.65,15.04,Projected
Veneto,2050,869.22,15.07,Projected
Veneto,2051,800.04,15.27,Projected
Veneto,2052,909.39,15.33,Projected
Veneto,2053,902.27,15.18,Projected
Veneto,2054,854.64,15.53,Projected
Veneto,2055,895.68,15.27,Projected
Veneto,2056,875.83,15.42,Projected
Veneto,2057,865.21,15.52,Projected
Veneto,2058,750.4,15.4,Projected
Veneto,2059,789.3,15.37,Projected
Veneto,2060,924.87,15.4,Projected
Veneto,2061,910.89,15.4,Projected
Veneto,2062,936.48,15.36,Projected
Veneto,2063,953.66,15.05,Projected
Veneto,2064,868.66,15.46,Projected
Veneto,2065,875.45,15.73,Projected
Veneto,2066,884.63,15.64,Projected
Veneto,2067,957.39,15.85,Projected
Veneto,2068,826.15,15.82,Projected
Veneto,2069,871.01,15.9,Projected
Veneto,2070,907.85,15.93,Projected
Veneto,2071,884.57,15.97,Projected
Veneto,2072,885.69,15.63,Projected
Veneto,2073,875.46,15.37,Projected
Veneto,2074,843.1,15.84,Projected
Veneto,2075,916.86,16.14,Projected
Veneto,2076,842.96,16.26,Projected
Veneto,2077,851.71,16.34,Projected
Veneto,2078,788.07,15.98,Projected
Veneto,2079,762.22,16.77,Projected
Veneto,2080,835.02,16.34,Projected
Veneto,2081,785.34,16.44,Projected
Veneto,2082,800.63,16.5,Projected
Veneto,2083,897.65,16.16,Projected
Veneto,2084,812.61,16.28,Projected
Veneto,2085,827.66,16.53,Projected
Veneto,2086,845.79,16.35,Projected
Veneto,2087,873.17,16.68,Projected
Veneto,2088,872.94,16.54,Projected
Veneto,2089,893.85,16.28,Projected
Veneto,2090,819.21,16.77,Projected
Veneto,2091,821.99,16.83,Projected
Veneto,2092,926.26,16.45,Projected
Veneto,2093,773.76,16.49,Projected
Veneto,2094,852.65,17.14,Projected
Veneto,2095,718.14,16.68,Projected
Veneto,2096,945.08,16.49,Projected
Veneto,2097,875.77,16.83,Projected
Veneto,2098,857.49,16.76,Projected
Veneto,2099,819.0,17.05,Projected
Veneto,2100,915.29,16.71,Projected
Cantabria,2006,908.36,11.46,Projected
Cantabria,2007,843.88,11.32,Projected
Cantabria,2008,906.79,11.39,Projected
Cantabria,2009,924.59,11.44,Projected
Cantabria,2010,991.76,11.18,Projected
Cantabria,2011,908.72,11.34,Projected
Cantabria,2012,945.01,11.55,Projected
Cantabria,2013,913.07,11.41,Projected
Cantabria,2014,933.15,11.51,Projected
Cantabria,2015,901.47,11.53,Projected
Cantabria,2016,904.96,11.7,Projected
Cantabria,2017,864.49,11.44,Projected
Cantabria,2018,915.61,11.75,Projected
Cantabria,2019,977.44,11.53,Projected
Cantabria,2020,922.12,11.33,Projected
Cantabria,2021,952.11,11.54,Projected
Cantabria,2022,894.93,12.12,Projected
Cantabria,2023,953.66,11.41,Projected
Cantabria,2024,925.85,11.59,Projected
Cantabria,2025,873.52,11.75,Projected
Cantabria,2026,888.41,11.68,Projected
Cantabria,2027,906.45,11.54,Projected
Cantabria,2028,898.87,11.55,Projected
Cantabria,2029,877.96,11.77,Projected
Cantabria,2030,927.24,11.61,Projected
Cantabria,2031,909.56,11.8,Projected
Cantabria,2032,929.85,11.7,Projected
Cantabria,2033,846.58,11.86,Projected
Cantabria,2034,970.28,11.67,Projected
Cantabria,2035,884.3,11.78,Projected
Cantabria,2036,955.47,11.49,Projected
Cantabria,2037,821.15,11.97,Projected
Cantabria,2038,872.24,11.95,Projected
Cantabria,2039,943.27,11.93,Projected
Cantabria,2040,825.97,12.14,Projected
Cantabria,2041,928.32,11.88,Projected
Cantabria,2042,939.38,12.01,Projected
Cantabria,2043,894.25,12.06,Projected
Cantabria,2044,864.09,11.93,Projected
Cantabria,2045,885.63,11.86,Projected
Cantabria,2046,892.56,12.05,Projected
Cantabria,2047,885.05,12.16,Projected
Cantabria,2048,844.81,12.26,Projected
Cantabria,2049,925.85,11.9,Projected
Cantabria,2050,879.25,12.24,Projected
Cantabria,2051,973.53,12.3,Projected
Cantabria,2052,930.72,12.22,Projected
Cantabria,2053,936.42,12.57,Projected
Cantabria,2054,955.48,12.29,Projected
Cantabria,2055,946.65,12.6,Projected
Cantabria,2056,891.13,12.27,Projected
Cantabria,2057,895.59,12.43,Projected
Cantabria,2058,797.29,12.55,Projected
Cantabria,2059,857.16,12.31,Projected
Cantabria,2060,945.64,12.62,Projected
Cantabria,2061,882.84,12.26,Projected
Cantabria,2062,861.06,12.57,Projected
Cantabria,2063,961.48,12.16,Projected
Cantabria,2064,914.28,12.63,Projected
Cantabria,2065,916.76,12.68,Projected
Cantabria,2066,871.85,12.88,Projected
Cantabria,2067,954.22,12.55,Projected
Cantabria,2068,840.54,12.8,Projected
Cantabria,2069,844.08,12.88,Projected
Cantabria,2070,892.18,12.48,Projected
Cantabria,2071,862.06,12.68,Projected
Cantabria,2072,835.23,12.32,Projected
Cantabria,2073,884.81,12.67,Projected
Cantabria,2074,844.54,12.86,Projected
Cantabria,2075,895.09,12.81,Projected
Cantabria,2076,858.98,12.99,Projected
Cantabria,2077,889.5,13.12,Projected
Cantabria,2078,818.58,13.2,Projected
Cantabria,2079,796.87,13.17,Projected
Cantabria,2080,840.83,12.97,Projected
Cantabria,2081,745.12,13.14,Projected
Cantabria,2082,759.22,13.22,Projected
Cantabria,2083,799.18,13.14,Projected
Cantabria,2084,823.34,13.27,Projected
Cantabria,2085,896.14,13.27,Projected
Cantabria,2086,848.49,13.33,Projected
Cantabria,2087,808.44,13.65,Projected
Cantabria,2088,848.32,13.65,Projected
Cantabria,2089,893.6,13.84,Projected
Cantabria,2090,854.87,13.74,Projected
Cantabria,2091,748.09,13.84,Projected
Cantabria,2092,896.47,13.66,Projected
Cantabria,2093,831.47,13.39,Projected
Cantabria,2094,831.26,13.62,Projected
Cantabria,2095,772.87,13.64,Projected
Cantabria,2096,774.64,13.41,Projected
Cantabria,2097,837.4,13.58,Projected
Cantabria,2098,893.4,13.37,Projected
Cantabria,2099,758.5,13.74,Projected
Cantabria,2100,773.37,13.52,Projected
California,2006,537.67,14.8,Projected
California,2007,611.05,14.82,Projected
California,2008,601.29,14.63,Projected
California,2009,599.05,14.78,Projected
California,2010,589.81,14.91,Projected
California,2011,624.75,14.9,Projected
California,2012,587.52,14.79,Projected
California,2013,593.13,14.75,Projected
California,2014,608.6,14.85,Projected
California,2015,616.62,14.99,Projected
California,2016,564.53,15.27,Projected
California,2017,610.45,15.16,Projected
California,2018,627.4,14.95,Projected
California,2019,608.45,14.96,Projected
California,2020,601.08,15.15,Projected
California,2021,573.04,15.18,Projected
California,2022,618.41,14.99,Projected
California,2023,546.46,15.24,Projected
California,2024,537.27,15.35,Projected
California,2025,559.56,15.15,Projected
California,2026,534.33,15.08,Projected
California,2027,649.32,15.09,Projected
California,2028,599.45,15.21,Projected
California,2029,598.06,15.31,Projected
California,2030,558.4,15.2,Projected
California,2031,688.35,15.21,Projected
California,2032,597.43,15.26,Projected
California,2033,503.41,15.19,Projected
California,2034,507.6,15.42,Projected
California,2035,594.0,15.08,Projected
California,2036,510.29,15.17,Projected
California,2037,599.28,15.55,Projected
California,2038,525.24,15.72,Projected
California,2039,531.82,15.35,Projected
California,2040,570.29,15.64,Projected
California,2041,605.53,15.81,Projected
California,2042,704.58,15.71,Projected
California,2043,609.01,15.72,Projected
California,2044,665.93,15.68,Projected
California,2045,560.29,15.61,Projected
California,2046,669.31,15.86,Projected
California,2047,597.15,15.92,Projected
California,2048,581.25,16.03,Projected
California,2049,653.12,15.8,Projected
California,2050,552.39,15.72,Projected
California,2051,624.9,16.09,Projected
California,2052,522.54,15.96,Projected
California,2053,623.84,15.88,Projected
California,2054,593.52,16.16,Projected
California,2055,645.89,15.86,Projected
California,2056,554.24,16.04,Projected
California,2057,601.66,16.17,Projected
California,2058,577.5,16.27,Projected
California,2059,646.74,16.1,Projected
California,2060,526.22,16.2,Projected
California,2061,514.5,15.99,Projected
California,2062,641.65,16.29,Projected
California,2063,485.49,16.11,Projected
California,2064,547.29,16.42,Projected
California,2065,587.69,16.42,Projected
California,2066,570.11,16.39,Projected
California,2067,587.56,16.43,Projected
California,2068,687.6,16.42,Projected
California,2069,556.32,16.75,Projected
California,2070,565.19,16.61,Projected
California,2071,599.54,16.6,Projected
California,2072,678.02,16.42,Projected
California,2073,588.38,16.45,Projected
California,2074,567.65,16.7,Projected
California,2075,530.3,16.81,Projected
California,2076,570.83,16.96,Projected
California,2077,596.21,17.02,Projected
California,2078,597.87,17.17,Projected
California,2079,613.04,16.9,Projected
California,2080,567.59,17.46,Projected
California,2081,626.0,17.13,Projected
California,2082,590.99,16.5,Projected
California,2083,514.77,17.04,Projected
California,2084,609.15,17.24,Projected
California,2085,586.93,17.16,Projected
California,2086,538.52,17.21,Projected
California,2087,605.55,16.88,Projected
California,2088,499.35,17.28,Projected
California,2089,648.45,17.15,Projected
California,2090,621.97,17.06,Projected
California,2091,615.77,17.26,Projected
California,2092,565.28,17.51,Projected
California,2093,610.89,17.44,Projected
California,2094,531.29,17.5,Projected
California,2095,701.75,17.25,Projected
California,2096,563.06,17.31,Projected
California,2097,583.71,17.68,Projected
California,2098,629.98,17.59,Projected
California,2099,666.82,17.45,Projected
California,2100,654.49,17.36,Projected
New York,2006,1253.39,8.38,Projected
New York,2007,1198.34,8.34,Projected
New York,2008,1289.48,8.54,Projected
New York,2009,1265.38,8.38,Projected
New York,2010,1244.71,8.28,Projected
New York,2011,1154.84,8.65,Projected
New York,2012,1237.38,8.6,Projected
New York,2013,1187.97,8.17,Projected
New York,2014,1260.44,8.55,Projected
New York,2015,1227.74,8.42,Projected
New York,2016,1263.5,8.78,Projected
New York,2017,1307.73,8.67,Projected
New York,2018,1315.42,8.41,Projected
New York,2019,1245.05,8.53,Projected
New York,2020,1200.35,8.57,Projected
New York,2021,1226.23,8.5,Projected
New York,2022,1323.48,9.11,Projected
New York,2023,1253.61,8.98,Projected
New York,2024,1279.94,8.9,Projected
New York,2025,1219.55,9.16,Projected
New York,2026,1213.27,8.88,Projected
New York,2027,1270.64,9.23,Projected
New York,2028,1221.98,8.71,Projected
New York,2029,1285.05,8.87,Projected
New York,2030,1216.22,8.86,Projected
New York,2031,1252.64,8.39,Projected
New York,2032,1201.23,8.82,Projected
New York,2033,1284.45,9.32,Projected
New York,2034,1217.65,8.98,Projected
New York,2035,1258.35,9.24,Projected
New York,2036,1296.07,9.17,Projected
New York,2037,1352.02,9.07,Projected
New York,2038,1204.37,9.0,Projected
New York,2039,1240.29,9.43,Projected
New York,2040,1238.3,9.09,Projected
New York,2041,1340.9,9.26,Projected
New York,2042,1237.49,9.47,Projected
New York,2043,1285.56,9.77,Projected
New York,2044,1249.53,9.4,Projected
New York,2045,1229.56,9.97,Projected
New York,2046,1261.18,9.68,Projected
New York,2047,1267.65,9.46,Projected
New York,2048,1232.67,9.67,Projected
New York,2049,1220.58,9.84,Projected
New York,2050,1274.82,9.87,Projected
New York,2051,1225.27,9.48,Projected
New York,2052,1268.71,9.68,Projected
New York,2053,1271.55,9.73,Projected
New York,2054,1314.83,9.82,Projected
New York,2055,1249.62,9.7,Projected
New York,2056,1301.2,9.52,Projected
New York,2057,1228.12,10.04,Projected
New York,2058,1360.47,9.98,Projected
New York,2059,1318.03,9.68,Projected
New York,2060,1212.96,10.31,Projected
New York,2061,1359.54,9.63,Projected
New York,2062,1228.85,10.17,Projected
New York,2063,1333.98,9.94,Projected
New York,2064,1211.48,9.77,Projected
New York,2065,1203.17,10.12,Projected
New York,2066,1232.24,9.78,Projected
New York,2067,1317.1,10.33,Projected
New York,2068,1328.32,10.39,Projected
New York,2069,1318.25,10.77,Projected
New York,2070,1309.18,10.63,Projected
New York,2071,1279.87,10.39,Projected
New York,2072,1332.31,10.35,Projected
New York,2073,1219.45,10.65,Projected
New York,2074,1284.06,10.36,Projected
New York,2075,1337.84,10.74,Projected
New York,2076,1341.9,10.73,Projected
New York,2077,1230.01,10.64,Projected
New York,2078,1284.95,10.79,Projected
New York,2079,1299.39,11.32,Projected
New York,2080,1301.91,11.69,Projected
New York,2081,1350.81,11.01,Projected
New York,2082,1386.65,11.13,Projected
New York,2083,1335.26,10.94,Projected
New York,2084,1208.53,11.06,Projected
New York,2085,1325.61,11.36,Projected
New York,2086,1274.93,11.6,Projected
New York,2087,1293.96,11.7,Projected
New York,2088,1244.16,11.58,Projected
New York,2089,1359.05,11.04,Projected
New York,2090,1316.59,11.1,Projected
New York,2091,1378.95,11.6,Projected
New York,2092,1318.8,11.47,Projected
New York,2093,1268.72,11.26,Projected
New York,2094,1317.93,11.77,Projected
New York,2095,1321.81,12.15,Projected
New York,2096,1357.59,11.59,Projected
New York,2097,1371.76,12.0,Projected
New York,2098,1318.95,11.4,Projected
New York,2099,1289.61,11.93,Projected
New York,2100,1264.39,11.71,Projected
Oregon,2006,985.81,9.32,Projected
Oregon,2007,1083.97,9.07,Projected
Oregon,2008,1156.56,8.92,Projected
Oregon,2009,1052.16,9.2,Projected
Oregon,2010,1056.89,9.32,Projected
Oregon,2011,1086.5,9.34,Projected
Oregon,2012,1027.31,9.38,Projected
Oregon,2013,1094.03,9.07,Projected
Oregon,2014,1057.05,9.34,Projected
Oregon,2015,1034.81,9.64,Projected
Oregon,2016,1037.86,9.83,Projected
Oregon,2017,1007.84,9.56,Projected
Oregon,2018,1078.02,9.39,Projected
Oregon,2019,1104.49,9.5,Projected
Oregon,2020,1010.52,9.59,Projected
Oregon,2021,1051.05,9.88,Projected
Oregon,2022,1053.15,9.58,Projected
Oregon,2023,1040.49,9.56,Projected
Oregon,2024,1057.46,9.82,Projected
Oregon,2025,1022.59,9.49,Projected
Oregon,2026,1057.81,9.54,Projected
Oregon,2027,1058.44,9.53,Projected
Oregon,2028,1017.32,9.98,Projected
Oregon,2029,1077.94,9.81,Projected
Oregon,2030,925.86,9.67,Projected
Oregon,2031,1125.23,9.6,Projected
Oregon,2032,992.44,9.63,Projected
Oregon,2033,1034.77,9.51,Projected
Oregon,2034,978.95,9.78,Projected
Oregon,2035,1087.16,9.47,Projected
Oregon,2036,1079.96,9.49,Projected
Oregon,2037,1071.87,10.04,Projected
Oregon,2038,925.81,10.2,Projected
Oregon,2039,1032.05,9.82,Projected
Oregon,2040,992.86,10.06,Projected
Oregon,2041,1082.77,10.23,Projected
Oregon,2042,1153.31,10.14,Projected
Oregon,2043,1120.87,10.24,Projected
Oregon,2044,1052.14,10.37,Projected
Oregon,2045,1005.45,10.1,Projected
Oregon,2046,1142.19,10.27,Projected
Oregon,2047,1128.59,10.37,Projected
Oregon,2048,1007.78,10.59,Projected
Oregon,2049,1039.36,10.56,Projected
Oregon,2050,1066.04,10.13,Projected
Oregon,2051,1034.85,10.7,Projected
Oregon,2052,1078.66,10.58,Projected
Oregon,2053,1093.15,10.35,Projected
Oregon,2054,1074.6,10.64,Projected
Oregon,2055,1104.87,10.23,Projected
Oregon,2056,1028.32,10.42,Projected
Oregon,2057,1117.54,10.63,Projected
Oregon,2058,1005.81,10.97,Projected
Oregon,2059,1114.78,10.65,Projected
Oregon,2060,1021.59,10.54,Projected
Oregon,2061,995.95,10.66,Projected
Oregon,2062,1128.49,10.78,Projected
Oregon,2063,1020.84,10.58,Projected
Oregon,2064,1023.43,10.88,Projected
Oregon,2065,1124.34,11.07,Projected
Oregon,2066,977.62,11.02,Projected
Oregon,2067,1091.16,11.07,Projected
Oregon,2068,1140.49,10.94,Projected
Oregon,2069,1102.79,11.36,Projected
Oregon,2070,1131.18,11.03,Projected
